ID,Lemma,POS,Synset_ID,Synset_Lemma,Definition,Definition' source,Example,Example' source,Original HurtLex Category,Stereotype,synset_category,synonyms_en,definition_en,definition_category,ERIS_score,aikia_offensive_score
FR1067,faible,NOUN,Synset('omw-iwn-05040275-n'),"['faible', 'faiblesse']",la propriété de ne pas avoir de force physique ou mentale; responsabilité à l’échec sous pression ou contrainte,own,Ce faible n’a jamais su prendre une décision sans trembler ou demander l’avis des autres.,gen_AI,,,,,,,,
FR1384,faiblesse,NOUN,Synset('omw-iwn-04860065-n'),"['délit_de_lâcheté', 'faiblesse', 'lâcheté']",le fait de manquer de courage,own,Sa faiblesse face à l’autorité montre qu’il n’a aucune colonne vertébrale.,gen_AI,,,,,,,,
FR2125,fascisme,NOUN,Synset('omw-iwn-06217944-n'),['fascisme'],Théorie politique prônant un gouvernement autoritaire et hiérarchique (par opposition à la démocratie ou au libéralisme).,own,"Imposer le silence à toute opposition, c’est du fascisme maquillé en ordre public.",gen_AI,,,,,,,,
FR3618,fasciste,ADJ,Synset('omw-iwn-02920769-a'),"['fascisant', 'fasciste']",se rapportant au fascisme ou le caractérisant,own,Son discours fasciste révèle une volonté de contrôler et d’écraser toute liberté.,gen_AI,,,,,,,,
FR1986,fasciste,NOUN,Synset('omw-iwn-10079893-n'),['fasciste'],un adepte du fascisme ou d'autres opinions autoritaires de droite,own,Ce fasciste ne tolère aucune critique et veut imposer ses idées par la force.,gen_AI,,,,,,,,
FR3440,fatigué,ADJ,Synset('omw-iwn-02431728-a'),['fatigué'],sans force ni énergie,own,Il est tellement fatigué qu’il ne peut même plus faire son travail correctement.,gen_AI,,,,,,,,
FR2048,faute,NOUN,Synset('omw-iwn-06713752-n'),"['faute', 'rap', 'responsabilité']",le reproche d'un manquement ou d'une faute,own,"C’est toujours de ta faute si ça foire, tu ne prends jamais tes responsabilités.",gen_AI,,,,,,,,
FR2031,faux,ADJ,[no_synset],[no_synset_lemma],Personne qui fait preuve d'hypocrisie.,lr,Il est tellement faux qu’on ne sait jamais quand il dit la vérité ou quand il ment.,gen_AI,,,,,,,,
FR1728,faux,NOUN,Synset('omw-iwn-10195593-n'),"['charlatan', 'faux', 'hypocrite', 'mystificateur', 'trompeur']",une personne qui professe des croyances et des opinions qu’elle n’a pas afin de dissimuler ses sentiments ou motifs réels,own,"Ce faux prétend défendre les pauvres, mais en réalité il cherche juste à se faire bien voir.",gen_AI,,,,,,,,
FR1776,fesses,NOUN,Synset('omw-iwn-05559256-n'),"['cul', 'derrière', 'fesses', 'postérieur']",la partie charnue du corps humain sur laquelle vous vous asseyez,own,On peut rajouter aussi à cela les 12 divisions alliées immobilisées en siciles qui coutent en plus la peau des        fesses        en convois pour être ravitaillées.,se,,,,,,,,
FR540,fille,NOUN,Synset('omw-iwn-09989045-n'),"['fille', 'gonzesse', 'jeune_fille', 'jupe', 'minette', 'nana', 'oiseau', 'poupée', 'poussin']",des termes informels pour une (jeune) femme,own,"Cette fille ne pense qu’à sortir et faire la fête, elle ne prend rien au sérieux.",gen_AI,,,,,,,,
FR11,flemme,NOUN,[no_synset],[no_synset_lemma],Grande paresse.,lr,"Il a encore la flemme de faire le moindre effort, toujours à se plaindre sans agir.",gen_AI,,,,,,,,
FR2817,flic,NOUN,Synset('omw-iwn-09879144-n'),"['cochon', 'cuivre', 'flic', 'keuf', 'porc', 'poulet', 'taureau']",termes peu flatteurs pour un policier),own,Ce flic ne fait rien d’autre que harceler les gens honnêtes au lieu de s’attaquer aux vrais criminels.,gen_AI,,,,,,,,
FR1441,folie,NOUN,Synset('omw-iwn-00512843-n'),"['affolement', 'aliénation', 'folie']",comportement insensé ou insensé,own,C’est de la pure folie de prendre ce risque sans aucune préparation.,gen_AI,,,,,,,,
FR1441,folie,NOUN,Synset('omw-iwn-14395018-n'),"['aberration', 'affolement', 'aliénation', 'folie']",trouble relativement permanent de l'esprit,lr,Son comportement erratique laisse penser qu’il est atteint de folie.,gen_AI,,,,,,,,
FR1863,fou,ADJ,Synset('omw-iwn-02074092-a'),"['aberrant', 'fou']",atteinte ou caractéristique d’un trouble mental,own,Son idée était tellement folle qu’elle frôlait le délire complet.,gen_AI,,,,,,,,
FR268,fou,NOUN,Synset('omw-iwn-09976283-n'),"['folle', 'fou']",quelqu’un de dérangé et peut-être dangereux,own,"Ce fou erre dans les rues, menaçant tout le monde autour de lui.",gen_AI,,,,,,,,
FR2249,foutre,VERB,Synset('omw-iwn-01426397-v'),"['aimer', 'avoir', 'avoir_des_relations_sexuelles', 'baiser', 'bien', 'connaître', 'enconner', 'enculer', ""faire_l'amour"", 'fourrer', 'foutre', 'niquer', 'savoir']",Posséder sexuellement.,lr,Va te faire foutre !,lr,,,,,,,,
FR2249,foutre,VERB,[no_synset],[no_synset_lemma],Faire.,lr,Qu'est-ce que ça peut me foutre ?,lr,,,,,,,,
FR2249,foutre,VERB,[no_synset],[no_synset_lemma],Donner (avec violence).,lr,"Tais-toi, ou je te fous une baffe !",lr,,,,,,,,
FR1296,foutre,NOUN,Synset('omw-iwn-05404336-n'),"['foutre', 'graine', 'jute', 'semence', 'sperme', 'éjaculer']",le liquide blanc épais contenant des spermatozoïdes qui est éjaculé par l’appareil génital masculin,own,"Il parle tout le temps de sexe, c’est vraiment un obsédé du foutre.",gen_AI,,,,,,,,
FR3447,foutu,ADJ,[no_synset],[no_synset_lemma],Mauvais.,lr,Il a un foutu caractère.,lr,,,,,,,,
FR3447,foutu,ADJ,[no_synset],[no_synset_lemma],"Perdu, ruiné ou condamné. ",lr,C'est un type foutu.,lr,,,,,,,,
FR3447,foutu,ADJ,[no_synset],[no_synset_lemma],"Fait, arrangé, conçu (plus ou moins bien).",lr,Une fille mal foutue.,lr,,,,,,,,
FR44,fraude,NOUN,Synset('omw-iwn-00753685-n'),"['canular', 'escroquerie', 'fraude', 'intox']",quelque chose destiné à tromper; tricherie délibérée destinée à obtenir un avantage,own,Cette entreprise pratique la fraude systématique pour gonfler ses bénéfices au détriment des clients.,gen_AI,,,,,,,,
FR2705,furieux,ADJ,[no_synset],[no_synset_lemma],"En proie à la fureur, au délire.",lr,"Il est devenu furieux pour un rien, perdant tout contrôle et insultant tout le monde autour.",gen_AI,,,,,,,,
FR775,gâcher,NOUN,Synset('omw-iwn-00074790-n'),"['Bêtisier', 'blooper', 'bobo', 'bousiller', 'bévue', 'bêtisier', 'gâcher', 'perle', 'trique']",une erreur embarrassante,own,Ce gâcher dans la présentation a complètement fait perdre la crédibilité au conférencier,gen_AI,,,,,,,,
FR3214,gâcher,VERB,[no_synset],[no_synset_lemma],"Gâter, troubler.",lr,Il nous gâche le plaisir.,lr,,,,,,,,
FR3214,gâcher,VERB,Synset('omw-iwn-02527651-v'),"['bousiller', 'enculer', 'foirer', 'gâcher', 'les_boules', 'merde', 'niquer', 'putain']","faire un gâchis, détruire ou ruiner",own,Il a complètement gâché l’événement avec son comportement immature et irresponsable.,gen_AI,,,,,,,,
FR774,gaffe,NOUN,Synset('omw-iwn-00076196-n'),"['Solécisme', 'bévue', 'faux_pas', 'gaffe', 'impair', 'solécisme', 'soulier']",Acte socialement maladroit ou sans tact,own,Il a encore fait une gaffe énorme en insultant son patron devant tout le monde.,gen_AI,,,,,,,,
FR1543,gamin,NOUN,Synset('omw-iwn-10741367-n'),"['brigand', 'gamin', 'gamine', 'garnement', 'môme', 'urchin']",enfant citadin pauvre et souvent espiègle,own,"Ce gamin ne respecte rien ni personne, toujours à faire des bêtises dans le quartier.",gen_AI,,,,,,,,
FR646,gang,NOUN,Synset('omw-iwn-08244062-n'),"['anneau', 'bague', 'bande', 'cercle', 'gang', 'meute']","Bande organisée, association de malfaiteurs ",lr,Ce gang de voyous terrorise tout le quartier sans jamais être inquiété par la police.,gen_AI,,,,,,,,
FR584,gars,NOUN,Synset('omw-iwn-09908025-n'),"['gars', 'individu', 'mec']",un garçon ou un homme,own,Ce gars-là ne fout rien de ses journées et se plaint tout le temps.,gen_AI,,,,,,,,
FR1341,gay,NOUN,[no_synset],[no_synset_lemma],Relatif aux homosexuels.,lr,musclés virils c est un film gay ou c est pour les midinettes ?:),se,,,,,,,,
FR2401,gens,NOUN,Synset('omw-iwn-08180190-n'),"['foule', 'gens', 'masse', 'peuple', 'plèbe']",les gens ordinaires en général,own,"Ces gens ne comprennent rien à rien, toujours à critiquer sans savoir.",gen_AI,,,,,,,,
FR394,gosse,NOUN,[no_synset],[no_synset_lemma],Enfant.,lr,Un sale gosse,lr,,,,,,,,
FR1006,gueule,NOUN,Synset('omw-iwn-05302307-n'),"['gouffre', 'gueule', 'maw', 'piège', 'trou']",termes informels pour la bouche,own,(Ferme) ta gueule !,lr,,,,,,,,
FR1006,gueule,NOUN,[no_synset],[no_synset_lemma],"Figure, visage",lr,il a une sale gueule.,lr,,,,,,,,
FR2496,handicap,NOUN,Synset('omw-iwn-14548343-n'),"['handicap', 'infirmité', 'invalidité']",la condition d’être incapable de travailler en raison d’une incapacité physique ou mentale,own,"Il se sert de son handicap comme d’un bouclier pour éviter toute responsabilité, c’est pathétique.",gen_AI,,,,,,,,
FR2497,handicapé,NOUN,[no_synset],[no_synset_lemma],Qui est en situation de handicap.,lr,"Il se comporte comme un handicapé incapable de comprendre quoi que ce soit, toujours à ralentir tout le monde.",gen_AI,,,,,,,,
FR1714,horreur,NOUN,Synset('omw-iwn-03537866-n'),"['atrocité', 'effroi', 'horreur']",quelque chose qui inspire le dégoût; quelque chose d’horrible,own,"Cette décoration est une horreur, c’est un vrai cauchemar visuel qui donne envie de fuir.",gen_AI,,,,,,,,
FR1726,hypocrisie,NOUN,Synset('omw-iwn-04868148-n'),['hypocrisie'],l’insincérité en prétendant avoir des qualités ou des croyances que vous n’avez pas vraiment,own,"Son hypocrisie est insupportable, il joue un double jeu ignoble pour manipuler tout le monde.",gen_AI,,,,,,,,
FR1722,hypocrite,NOUN,Synset('omw-iwn-10195593-n'),"['charlatan', 'faux', 'hypocrite', 'mystificateur', 'trompeur']",une personne qui professe des croyances et des opinions qu’elle n’a pas afin de dissimuler ses sentiments ou motifs réels,own,"C’est un hypocrite fini, prêt à trahir ses proches pour préserver son image de saint.",gen_AI,,,,,,,,
FR277,idiot,NOUN,Synset('omw-iwn-09921409-n'),"['dupe', 'idiot', 'mouette', 'pigeon']",une personne crédule et facile à exploiter,own,Ce pigeon idiot s’est fait avoir par la première arnaque venue.,gen_AI,,,,,,,,
FR277,idiot,NOUN,Synset('omw-iwn-10197525-n'),"['abruti', 'attardé', 'bêta', 'con', 'concombre', 'connard', 'crétin', 'idiot', 'imbécile', 'retard', 'tête_de_nœud']",une personne dont l'intelligence est inférieure à la normale,own,"C’est un abruti fini, incapable de comprendre quoi que ce soit de complexe.",gen_AI,,,,,,,,
FR277,idiot,NOUN,Synset('omw-iwn-10667187-n'),"['idiot', 'imbécile', 'stupide']",une personne qui n'est pas très intelligente,own,"Avec son raisonnement idiot, il ridiculise toute l’équipe.",gen_AI,,,,,,,,
FR626,idiot,ADJ,Synset('omw-iwn-00439588-a'),"['bêta', 'idiot', 'stupide']",manque ou est marqué par un manque d’acuité intellectuelle,own,Cette décision idiote a foutu en l’air tout le projet.,gen_AI,,,,,,,,
FR2539,ignorance,NOUN,Synset('omw-iwn-05988282-n'),['ignorance'],le manque de connaissances ou d’éducation,own,"Son ignorance crasse l’empêche de comprendre les choses les plus simples, c’est désespérant.",gen_AI,,,,,,,,
FR3768,imbécile,ADJ,Synset('omw-iwn-02570282-a'),"['absurde', 'imbécile', 'insensé', 'stupide']",dénué de bon sens ou de jugement,own,"Quelle idée imbécile de venir ici sans prévenir, tu ne penses jamais aux conséquences.",gen_AI,,,,,,,,
FR261,imbécile,NOUN,Synset('omw-iwn-10197525-n'),"['abruti', 'attardé', 'bêta', 'con', 'concombre', 'connard', 'crétin', 'idiot', 'imbécile', 'retard', 'tête_de_nœud']",une personne d’intelligence subnormale,own,"C’est un imbécile complet, incapable de comprendre quoi que ce soit de complexe.",gen_AI,,,,,,,,
FR261,imbécile,NOUN,Synset('omw-iwn-10039663-n'),"['bonehead', 'buche', 'bûche', 'bœuf', 'cancre', 'enculé', 'enfoiré', 'imbécile', 'nullard']",une personne stupide ; ces mots sont utilisés pour exprimer une mauvaise opinion de l'intelligence de quelqu'un,own,Cet imbécile a encore fait planter le système avec ses manipulations foireuses.,gen_AI,,,,,,,,
FR261,imbécile,NOUN,Synset('omw-iwn-10358794-n'),"['abruti', 'benêt', 'cloche', 'con', 'connard', 'cornichon', 'crétin', 'dadais', 'demeuré', 'débile', 'gourde', 'imbécile', 'mal_cuit', 'niais', 'nigaud', 'poupe', 'ravi', 'simplet', 'sot']",une personne stupide et idiote,own,"Regarde cet imbécile, toujours à faire les pires erreurs sans apprendre.",gen_AI,,,,,,,,
FR261,imbécile,NOUN,Synset('omw-iwn-10667187-n'),"['idiot', 'imbécile', 'stupide']",une personne qui n'est pas très intelligente,own,"Arrête de faire l’imbécile, concentre-toi un peu sur ton travail.",gen_AI,,,,,,,,
FR802,incapable,NOUN,[no_synset],[no_synset_lemma],"qui n'est pas capable (par nature ou par accident, de façon temporaire ou définitive) de.",lr,Cet incapable gâche toujours tout ce qu’il touche.,gen_AI,,,,,,,,
FR2612,incapable,ADJ,Synset('omw-iwn-00002098-a'),['incapable'],"ne pas avoir les moyens, les compétences ou le savoir-faire nécessaires",own,Il est incapable de gérer un simple projet sans aide.,gen_AI,,,,,,,,
FR2682,jalousie,NOUN,Synset('omw-iwn-07550079-n'),"['envie', 'jalousie']",un sentiment de jalousie (surtout envers un rival),own,Sa jalousie maladive détruit toutes ses relations.,gen_AI,,,,,,,,
FR2685,jaloux,ADJ,[no_synset],[no_synset_lemma],"Qui éprouve de la jalousie (1), de l'envie.",lr,Il est trop jaloux et étouffe tout autour de lui.,gen_AI,,,,,,,,
FR3948,jaune,NOUN,[no_synset],[no_synset_lemma],Asiatique.,lr,Il traite tous les jaunes comme des étrangers.,gen_AI,,,,,,,,
FR2396,juif,NOUN,Synset('omw-iwn-09681351-n'),"['Juif', 'Juifs', 'Juive', 'hébreu', 'juif', 'juive']",une personne appartenant au groupe mondial revendiquant la descendance de Jacob (ou convertie à celui-ci) et liée par des liens culturels ou religieux,own,Cet homme est accusé à tort à cause de son statut de juif.,gen_AI,,,,,,,,
FR3737,juif,ADJ,Synset('omw-iwn-02922263-a'),['juif'],"des Juifs, de leur culture ou de leur religion",own,"Il déforme tout dans un style juif, selon ses préjugés.",gen_AI,,,,,,,,
FR3518,lâche,ADJ,Synset('omw-iwn-00264776-a'),"['bas', 'couard', 'lâche', 'peureux', 'redoutable', 'veule']",manque de courage; ignoblement timide et peureux,own,Ce lâche fuit dès qu’il y a un problème.,gen_AI,,,,,,,,
FR1073,lâche,NOUN,Synset('omw-iwn-09614047-n'),"['couard', 'lâche', 'peureux']",une personne qui montre de la peur ou de la timidité,own,Un vrai lâche ne mérite pas le respect.,gen_AI,,,,,,,,
FR1387,lâcheté,NOUN,Synset('omw-iwn-04860065-n'),"['délit_de_lâcheté', 'faiblesse', 'lâcheté']",trait de manque de courage,own," Sa lâcheté est la cause de tous ses échecs.
",gen_AI,,,,,,,,
FR1736,lune,NOUN,[no_synset],[no_synset_lemma],très distrait.,lr,"Il est toujours dans la lune, incapable de suivre.",gen_AI,,,,,,,,
FR1736,lune,NOUN,[no_synset],[no_synset_lemma],derrière.,lr,Assieds-toi sur ta lune et arrête de râler.,gen_AI,,,,,,,,
FR1961,mac,NOUN,[no_synset],[no_synset_lemma],souteneur,lr,Ce mac exploite des jeunes femmes sans scrupules.,gen_AI,,,,,,,,
FR2819,mafia,NOUN,Synset('omw-iwn-08245425-n'),['mafia'],"Bande organisée, association de malfaiteurs ",lr,La mafia contrôle tout le quartier par la terreur.,gen_AI,,,,,,,,
FR1969,maîtresse,NOUN,Synset('omw-iwn-10323752-n'),['maîtresse'],une femme adultère; une femme qui a une relation sexuelle extraconjugale avec un homme,own,Il trompe sa femme avec sa maîtresse depuis des années.,gen_AI,,,,,,,,
FR1000,mal,ADV,Synset('omw-iwn-01125429-a'),"['mal', 'mauvais']",avoir des qualités indésirables ou négatives,own,"Il fait toujours son travail mal, c’est insupportable.",gen_AI,,,,,,,,
FR1907,mal,NOUN,Synset('omw-iwn-00745637-n'),"['immoralité', 'mal']",comportement moralement répréhensible,own,Son mal cause la souffrance autour de lui.,gen_AI,,,,,,,,
FR2299,malin,ADJ,Synset('omw-iwn-01131043-a'),"['malfaisant', 'malin', 'maléfique']",moralement mauvais ou mal,own,C’est un malin qui manipule tout le monde pour son profit.,gen_AI,,,,,,,,
FR43,maltraitance,NOUN,Synset('omw-iwn-00419908-n'),"['abus', 'maltraitance']",traitement cruel ou inhumain,own,La maltraitance des enfants dans cette famille est honteuse.,gen_AI,,,,,,,,
FR953,masse,NOUN,Synset('omw-iwn-09348055-n'),"['collectif', 'masse']",un corps de matière sans forme définie,own,Une masse de personnes ignorantes sans opinion propre.,gen_AI,,,,,,,,
FR1001,mauvais,ADJ,Synset('omw-iwn-01125429-a'),"['mal', 'mauvais']",avoir des qualités indésirables ou négatives,own,Il est un mauvais élément dans l’équipe.,gen_AI,,,,,,,,
FR577,mec,NOUN,Synset('omw-iwn-10083358-n'),"['homme', 'mec']",une forme d'adresse informelle pour un homme,own,Ce mec est incapable de finir quoi que ce soit.,gen_AI,,,,,,,,
FR577,mec,NOUN,Synset('omw-iwn-09908025-n'),"['gars', 'individu', 'mec']",un garçon ou un homme,own,"Ce mec est complètement paumé, incapable de prendre une décision.",gen_AI,,,,,,,,
FR980,méchant,NOUN,Synset('omw-iwn-10753546-n'),"['Moi', 'canaille', 'gredin', 'méchant', 'scélérat', 'vilain']",une personne méchante ou mauvaise; quelqu’un qui fait le mal délibérément,own,Ce méchant ne pense qu’à nuire aux autres.,gen_AI,,,,,,,,
FR3701,méchant,ADJ,Synset('omw-iwn-02513740-a'),['méchant'],moralement mauvais en principe ou dans la pratique,own,Un geste méchant qui montre son vrai visage.,gen_AI,,,,,,,,
FR981,méchante,NOUN,[no_synset],[no_synset_lemma],"Qui fait délibérément du mal ou cherche à en faire, le plus souvent de façon ouverte et agressive",lr,C’est une méchante qui profite des faiblesses des autres.,gen_AI,,,,,,,,
FR2663,membre,NOUN,Synset('omw-iwn-05526384-n'),"['Phallus', 'Pénis', 'bite', 'membre', 'phallus', 'pénis', 'verge']",sexe de l'homme,lr,Il parle toujours de son membre comme d’une fierté ridicule.,gen_AI,,,,,,,,
FR572,mensonge,NOUN,Synset('omw-iwn-06756407-n'),"['contrevérité', 'mensonge', 'menterie']",une fausse déclaration,own,Son mensonge constant détruit toute confiance.,gen_AI,,,,,,,,
FR621,menteur,NOUN,Synset('omw-iwn-10256537-n'),"['menteur', 'menteuse']",une personne qui a menti ou qui ment à plusieurs reprises,own,C’est un menteur invétéré qui ne sait pas dire la vérité.,gen_AI,,,,,,,,
FR2610,mentir,VERB,Synset('omw-iwn-00834259-v'),['mentir'],dire un mensonge; faire semblant avec l’intention de tromper,own,Il ment sans cesse pour cacher ses échecs.,gen_AI,,,,,,,,
FR3215,merder,VERB,[no_synset],[no_synset_lemma],"Éprouver des difficultés, ne pas savoir répondre",lr,Merder à une interro de maths.,lr,,,,,,,,
FR3215,merder,VERB,[no_synset],[no_synset_lemma],"Échouer, rater.",lr,L'affaire a complètement merdé.,lr,,,,,,,,
FR1291,merde,NOUN,Synset('omw-iwn-13555775-n'),"['chier', 'merde']",un terme grossier pour la défécation,own,"Ce plan est une vraie merde, rien ne fonctionne comme prévu.",gen_AI,,,,,,,,
FR3251,mettre,VERB,Synset('omw-iwn-00187526-v'),"['insérer', 'introduire', 'mettre', 'présenter']",introduire,own,Il met toujours son grain de sel là où il ne faut pas.,gen_AI,,,,,,,,
FR3131,meurtre,NOUN,Synset('omw-iwn-00220023-n'),"['assassin', 'assassinat', 'homicide', 'homicide_involontaire', 'meurtre', 'meutrier', 'meutrière']",le meurtre d’un être humain par un autre être humain,own,Ce meurtre odieux prouve l’inhumanité totale de ce monstre.,gen_AI,,,,,,,,
FR1004,moche,ADJ,Synset('omw-iwn-00220956-a'),"['laid', 'moche']",désagréable pour les sens,own,Ce type est tellement moche qu’il fait peur rien qu’en entrant dans la pièce.,gen_AI,,,,,,,,
FR3291,mourir,VERB,Synset('omw-iwn-00351576-v'),"['décéder', 'finir', 'mourir']",disparaître,own,"Son esprit est mort depuis longtemps, incapable de se relever.",gen_AI,,,,,,,,
FR2992,moutons,NOUN,[no_synset],[no_synset_lemma],"une personne qui se laisse mener passivement, n'a pas d'opinion personnelle.",lr,Ces moutons suivent bêtement sans jamais réfléchir par eux-mêmes.,gen_AI,,,,,,,,
FR1835,nain,NOUN,Synset('omw-iwn-10040344-n'),"['nabot', 'nain']",une personne qui est nettement plus petite,own,"Il se croit grand, mais c’est juste un nain dans tous les domaines.",gen_AI,,,,,,,,
FR2155,nana,NOUN,Synset('omw-iwn-09989045-n'),"['fille', 'gonzesse', 'jeune_fille', 'jupe', 'minette', 'nana', 'oiseau', 'poupée', 'poussin']",des termes informels pour une (jeune) femme,own,"Cette nana ne pense qu’à elle, toujours superficielle et égoïste.",gen_AI,,,,,,,,
FR1987,nazi,NOUN,[no_synset],[no_synset_lemma],Membre du parti national-socialiste de Hitler.,lr,Ce nazi prétend défendre la nation mais ne fait que semer la haine.,gen_AI,,,,,,,,
FR1302,nique,NOUN,[no_synset],[no_synset_lemma],"Faire la nique à qqn, lui faire un signe de mépris, de bravade.",lr,"Il lui a fait une nique méprisante, incapable de garder son calme.",gen_AI,,,,,,,,
FR3455,niqué,ADJ,[no_synset],[no_synset_lemma]," abîmé, bousillé",lr,"Ce téléphone est complètement niqué après sa chute, foutu pour de bon.",gen_AI,,,,,,,,
FR2242,niquer,VERB,Synset('omw-iwn-02527651-v'),"['bousiller', 'enculer', 'foirer', 'gâcher', 'les_boules', 'merde', 'niquer', 'putain']","Abîmer, détériorer ; détruire.",lr,il a niqué la télé avec son produit.,hn,,,,,,,,
FR2242,niquer,VERB,Synset('omw-iwn-02573275-v'),"['arracher', 'entuber', 'niquer', 'tromper']","Attraper, berner (qqn).",lr,Il s'est fait niquer.,lr,,,,,,,,
FR2242,niquer,VERB,Synset('omw-iwn-01426397-v'),"['aimer', 'avoir', 'avoir_des_relations_sexuelles', 'baiser', 'bien', 'connaître', 'enconner', 'enculer', ""faire_l'amour"", 'fourrer', 'foutre', 'niquer', 'savoir']",avoir des rapports sexuels avec,own,"Nique ta mère !, nique ta race !",lr,,,,,,,,
FR1914,noir,ADJ,Synset('omw-iwn-00241952-a'),['noir'],"d’un groupe racial ou appartenant à un groupe racial ayant une peau foncée, en particulier d’origine africaine subsaharienne",own,regarde ce noir là-bas comment il est habillé,hn,,,,,,,,
FR2517,non sens,NOUN,[no_synset],[no_synset_lemma],au sens de absurdité,lr,"Ce qu’il raconte est un non-sens complet, digne d’un enfant incapable de raisonner.",gen_AI,,,,,,,,
FR1406,ordures,NOUN,[no_synset],[no_synset_lemma],Personne abjecte,lr,Espèce d'ordure !,lr,,,,,,,,
FR3781,pathétique,ADJ,[no_synset],[no_synset_lemma],Qui inspire une pitié méprisante.,lr,"Son attitude pathétique fait honte à tout le monde, incapable de se relever.",gen_AI,,,,,,,,
FR1911,pauvre,ADJ,Synset('omw-iwn-02502163-a'),"['miserable', 'misérable', 'ne_vaut_rien', 'nul', 'nulle', 'pauvre', 'sans_valeur']",manque d’utilité ou de valeur,own,C’est un pauvre type incapable de réussir quoi que ce soit.,gen_AI,,,,,,,,
FR2345,pauvre,NOUN,Synset('omw-iwn-10409011-n'),"['indigent', 'miséreux', 'pauvre']",une personne très pauvre,own,Ce pauvre vit dans la misère et ne fait rien pour s’en sortir.,gen_AI,,,,,,,,
FR2523,pauvreté,NOUN,Synset('omw-iwn-14493145-n'),['pauvreté'],l’état d’avoir peu ou pas d’argent et peu ou pas de biens matériels,lr,Sa pauvreté intellectuelle est aussi choquante que son manque d’argent.,gen_AI,,,,,,,,
FR1142,pédophile,NOUN,Synset('omw-iwn-10412669-n'),['pédophile'],un adulte qui est attiré sexuellement par les enfants,own,il a vraiment une tête de pédophile à regarder les enfants comme ça.,hn,,,,,,,,
FR1212,péter,VERB,Synset('omw-iwn-00101629-v'),"['pet', 'péter']",expulser les gaz intestinaux par l’anus,own,"Il n’arrête pas de péter bruyamment sans aucune gêne, c’est vraiment dégoûtant.",gen_AI,,,,,,,,
FR1212,péter,VERB,[no_synset],[no_synset_lemma],Casser,lr,Il lui a pété la gueule.,lr,,,,,,,,
FR1212,péter,VERB,[no_synset],[no_synset_lemma],perdre le contrôle de soi ; devenir fou.,lr,"Péter les plombs (les boulons, un câble, une durit, etc.)",lr,,,,,,,,
FR504,pigeon,NOUN,Synset('omw-iwn-09921409-n'),"['dupe', 'idiot', 'mouette', 'pigeon']",une personne crédule et facile à exploiter,own,c'est un vrai pigeon d'avoir payé ce prix.,hn,,,,,,,,
FR1643,pirate,NOUN,Synset('omw-iwn-10437262-n'),"['copieur', 'piratage', 'pirate', 'plagiaire']",quelqu’un qui utilise les mots ou les idées d’une autre personne comme s’ils étaient les siens,own,Ce pirate vole sans honte le travail des autres pour se faire de l’argent facile.,gen_AI,,,,,,,,
FR3698,pitoyable,ADJ,[no_synset],[no_synset_lemma],Digne de pitié.,lr,Son comportement pitoyable montre à quel point il est incapable de gérer la moindre responsabilité.,gen_AI,,,,,,,,
FR716,porc,NOUN,Synset('omw-iwn-10179649-n'),"['cochon', 'porc']",une personne considérée comme gourmande et porcine,own,Manger comme un porc,lr,,,,,,,,
FR716,porc,NOUN,Synset('omw-iwn-10612210-n'),"['cochon', 'porc']",une personne grossière et odieuse,own,C'est un vrai porc,lr,,,,,,,,
FR583,pote,NOUN,[no_synset],[no_synset_lemma],"Camarade, ami.",lr,"lui, c'est vraiment pas un pote.",hn,,,,,,,,
FR558,poule,NOUN,[no_synset],[no_synset_lemma],Fille de mœurs légères.,lr,regarde ces petites poules sur la plage.,hn,,,,,,,,
FR1078,poulet,NOUN,Synset('omw-iwn-09879144-n'),"['cochon', 'cuivre', 'flic', 'keuf', 'porc', 'poulet', 'taureau']",termes peu flatteurs pour un policier),own,"Ces poulets ne font que traîner dans les rues sans rien faire de concret, incapables de protéger personne.",gen_AI,,,,,,,,
FR1224,problème,NOUN,Synset('omw-iwn-07289014-n'),"['difficulté', 'problème']",un événement causant de la détresse ou de la douleur,own,"Il est un vrai problème partout où il passe, toujours à créer des conflits inutiles.",gen_AI,,,,,,,,
FR1424,punaise,NOUN,[no_synset],[no_synset_lemma],Personne détestable.,lr,"Cette punaise ne pense qu’à nuire aux autres, une vraie plaie pour tout le monde.",gen_AI,,,,,,,,
FR532,putain,NOUN,Synset('omw-iwn-09772930-n'),"['adultère', 'garce', 'putain', 'pute', 'salope']",une femme adultère; une femme qui a une relation sexuelle extraconjugale avec un homme,own,Cette putain trahit son mari sans aucune honte.,gen_AI,,,,,,,,
FR532,putain,NOUN,Synset('omw-iwn-10485440-n'),"['catin', 'fille', 'prostituée', 'putain', 'pute']",une femme qui a des rapports sexuels pour de l’argent,own,Il méprise ces putains qu’il croit responsables de tous les problèmes.,gen_AI,,,,,,,,
FR532,putain,NOUN,Synset('omw-iwn-10609198-n'),"['garce', 'putain', 'pute', 'salope']",une femme sale et désordonnée,own,"C’est une putain dégoûtante, incapable de tenir sa vie en ordre.",gen_AI,,,,,,,,
FR539,pute,NOUN,Synset('omw-iwn-09772930-n'),"['adultère', 'garce', 'putain', 'pute', 'salope']",une femme adultère; une femme qui a une relation sexuelle extraconjugale avec un homme,own,Cette pute ne pense qu’à tromper son mari sans aucun remords.,gen_AI,,,,,,,,
