hurtlex_ID,lemma,POS,ERIS_score,definition_category,definition_el,definition_en,synonyms_el,synonyms_en,examples,aikia_offensive_score,hurtlex_category
EL1827,διαβολικός,ADJ,0.57,Person,"Επίθετο για άτομο με ακραία κακία ή πανουργία, παρομοιαζόμενο με σατανικό ον∙ βαρύς μειωτικός χαρακτηρισμός",diabolical : person showing extreme malice or cunning,"['σατανικός', 'μοχθηρός', 'δαιμονικός']","['diabolical', 'fiendish', 'devilish']",username Ο θυμός είναι μια υγιής αντίδραση μιας πολιτισμένης κοινωνίας έναντι του αδόκητου χαμού 3 μικρών κοριτσιών από την διαβολική μάνα τους!Η απάθεια από την άλλη πλευρά ΔΕΝ είναι υγιής!Η λέξη ΘΑΝΑΤΟΣ σε ένα παντζούρι δεν αντιπροσωπεύει την κοινή γνώμη αλλά αντανακλά τον θυμό της.,0.56,dmc
EL2426,διαβολογυναίκα,NOUN,0.9,Person,"Γυναίκα που θεωρείται ύπουλη, κακόψυχη και επιβλαβής για τους άλλους.","Woman regarded as scheming, malicious and harmful.","['κακούργα', 'σατανική', 'μάγισσα', 'στρίγγλα']","['she-devil', 'evil woman', 'witch', 'shrew']","Προσωπικά θα ήθελα να φύγει ή η θεούσα δούλα της Ελλάδος που τους έχει θάψει όλους (δλδ, Παναγία μου, μη σε πιάσει στο στόμα της με ""χριστιανική"" αγάπη) ή η διαβολογυναίκα δήθεν ντίβα.",,pr
EL746,διάβολος,NOUN,0.7,Person,"Υβριστική προσφώνηση για πολύ πανούργο, κακόβουλο ή ατίθασο άνθρωπο",trouble-maker : person seen as devilishly smart or naughty,"['παμπόνηρος', 'φτούρης', 'άτακτος']","['devil', 'rascal', 'imp']","«Τέλος πάντων», μου λέει «είσαι διάβολος.",0.67,cds
EL746,διάβολος,NOUN,0.7,Object,"Κακοποιό υπερφυσικό ον, προσωποποίηση του απόλυτου κακού στις ιουδαιοχριστιανικές παραδόσεις",devil : malevolent supernatural being,"['σατανάς', 'έωσφορος']","['devil', 'Satan']","«Έχει το κλειδί του σπιτιού και δε μπορώ να μπω μέσα, που να πάρει ο διάβολος και το Μεταξά και τη Νεολαία του!» «Κάτσε κάτω», της λέω.",0.63,cds
EL988,διαβούλιο,NOUN,0.21,Event,Μυστικό σχέδιο ή συνεννόηση με δόλιο σκοπό.,Secret plot or collusion with deceitful intent.,"['πλεκτάνη', 'ίντριγκα', 'σχέδιο', 'μηχανορραφία']","['scheme', 'plot', 'intrigue', 'conspiracy']",Αντώναρος: Σβίγκου και Βασιλειάδης φέρεται να μετείχαν σε διαβούλιο ανατροπής Κασσελάκη -Περίμενα να παραιτηθούν,,cds
EL988,διαβούλιο,NOUN,0.21,Behavioral_Trait,"Ειρωνικός όρος για μακρόσυρτη, ατελέσφορη συνεδρίαση που σπαταλά χρόνο χωρίς απόφαση","talk-shop : long, fruitless meeting","['ατερμάτιστη συζήτηση', 'φλυαρία επιτροπής']","['talk-shop', 'endless meeting']",Συμβούλια και διαβούλια...,,cds
EL2055,διακονιάρης,NOUN,0.43,Person,"Άτομο χωρίς πόρους που ζητά ελεημοσύνη στον δρόμο ή, μεταφορικά, χαρακτηρίζεται ως εξευτελιστικά φτωχό",Person with no means who begs in the street.,"['ζητιάνος', 'πτωχός', 'επαίτης', 'άπορος']","['beggar', 'panhandler', 'pauper', 'street mendicant']","username username Έρχεται μωρέ ο τζαμπατζης,ο διακονιαρης,άσε με και σιχαίνομαι",0.75,qas
EL1683,διαρρήκτης,NOUN,0.43,Person,Κακοποιός που εισέρχεται παράνομα σε κτίρια για κλοπή.,Criminal who illegally enters buildings to steal.,"['κλέφτης', 'κακοποιός', 'μπουκαδόρος']","['burglar', 'housebreaker', 'thief', 'intruder']",[Διαβάστε το στο Huffington Post] Στόχος διαρρηκτών σπίτι #Αστυνομικού στον #Ασπρόπυργο,0.33,cds
EL149,διασυρμός,NOUN,0.85,Event,"Δημόσιος εξευτελισμός που αμαυρώνει την τιμή κάποιου, κυρίως σε ΜΜΕ ή social media",Public exposure of someone to contempt or ridicule.,"['ρεζιλίκι', 'ξεφτίλα', 'εξευτελισμός', 'δημόσια διαπόμπευση']","['humiliation', 'disgrace', 'public shaming', 'ridicule']","username Στο τελευταίο rollback ανέφερες ότι ο Loyd είναι παίχτης για το R10 και R11 θα χρειαστεί αντικατάσταση. Μετά την εμφάνιση του σε συνδιααμο με τον διασυρμό της armani, έχεις την ίδια άποψη;",0.43,re
EL261,διπλωματικός,ADJ,0.11,Behavioral_Trait,Λόγος ή στάση που επιλέγει προσεκτικά λέξεις για να αποφύγει συγκρούσεις και να εξυπηρετήσει συμφέροντα.,Behaviour that carefully chooses words to avoid conflict and serve interests.,"['πονηρός', 'εύστροφος', 'διπρόσωπος', 'ευέλικτος']","['diplomatic', 'tactful', 'canny', 'politic', 'smooth']","username username Συμφωνώ απολύτως. Απο στρατιωτικής απόψεως,οι ΕΔ έχουν πάρε σχετικές οδηγίες κ είναι έτοιμες να τις εκτελέσουν Από διπλωματικής απόψεως, στόχος είναι το πλήρες ξεβράκωμα του Έρντο κ πλήρης κάλυψη νομιμότητος (υπαράσπιση εθνικών συμφερόντων) της χώρας γι αυτό που θα ακολουθήσει????",0.6,pa
EL105,διώκτης,NOUN,0.52,Person,"Άτομο που παρενοχλεί επίμονα άλλον, με σκοπό να τον βλάψει ή να τον συλλάβει∙ βαριά κατηγορία σε λόγο για βία ή καταπίεση",One who pursues or persecutes another.,"['καταδιώκτης', 'κυνηγός', 'διώχτης']","['persecutor', 'pursuer', 'oppressor', 'chaser']",username username Υπάρχουν και απεργοσπάστες!Και είναι οι χειρότεροι διώκτες της κυβέρνησης!Έτσι για να είστε όλοι χαρούμενοι!!!,0.64,cds
EL483,δογματισμός,NOUN,0.57,Event,Συγκεκριμένες απόλυτες θέσεις που προβάλλονται ως θέσφατα,rigid tenets : fixed assertions presented as infallible,"['ακαμψία', 'στενοκεφαλιά', 'πνευματική αδιαλλαξία', 'αυταρχισμός']","['dogmatism', 'rigidity', 'inflexibility', 'orthodoxy', 'authoritarianism']","Ο δογματισμός της κυβέρνησης ΔΗΣΥ να ξεπουλά τον δημόσιο πλούτο της χώρας ζημιώνει τον τόπο και τον λαό μας""",,cds
EL483,δογματισμός,NOUN,0.57,Repetitive_Action,"Πνευματική συνήθεια όπου κάποιος επιβάλλει ή δέχεται απόψεις ως αλάνθαστες, χωρίς κριτική σκέψη, κυρίως σε θρησκευτικό ή ιδεολογικό λόγο",dogmatism : habit of treating beliefs as unquestionable truths,"['φανατισμός', 'μισαλλοδοξία']","['dogmatism', 'bigotry']","Λόγος λιτός, απέριττος χωρίς φανφάρες και δογματισμους που οφείλει να προβληματισει πολλους.",0.54,cds
EL2291,δοκησισοφία,NOUN,0.41,Behavioral_Trait,Επίδειξη υποτιθέμενης βαθιάς γνώσης που στην πραγματικότητα είναι ρηχή.,Showy display of supposed deep knowledge that is actually superficial.,"['επιτήδευση γνώσης', 'εγωισμός', 'φιλοσοφική αλαζονεία', 'πολυγνωμοσύνη']","['presumption of wisdom', 'smugness', 'sophistry', 'pretentiousness']","Ξεχνάμε τις σαχλαμάρες σου Σταύρο, Ξεχνάμε τους ασήμαντους εντυπωσιασμούς σου. Ξεχνάμε την οίηση της δοκησισοφίας σου, Ξεχνάμε τον καταστρεπτικό πολιτικό βίο σου. Σε ξεχνάμε Σταύρο. Σε ξεχνάμε. Σε ξεχνάμεεεεε...",0.47,cds
EL2285,δοκησίσοφος,ADJ,0.36,Person,Άτομο που νομίζει πως γνωρίζει τα πάντα και το επιδεικνύει αλαζονικά.,Person who believes they know everything and displays it arrogantly.,"['ξερόλας', 'επαΐων', 'αυτοδίδακτος σοφός', 'ξεροκέφαλος']","['know-it-all', 'pseudo-savvy', 'wiseacre', 'pretentious sage']","Δοκησίσοφος: αυτός που θεωρεί τον εαυτό του σοφό, ενώ δεν είναι. Γνωστός στο ευρύ κοινό ως μαλάκας.",,cds
EL2396,δοκιμασία,NOUN,0.05,Event,Δυσκολία ή έλεγχος που δοκιμάζει τις αντοχές ή τις ικανότητες κάποιου.,Difficulty or test that challenges someone's endurance or abilities.,"['πρόκληση', 'τεστ', 'δοκιμή', 'βάσανο', 'πείραμα']","['ordeal', 'test', 'trial', 'challenge', 'proof']",Όπως και η δοκιμασία με το rodeo με τους ταύρους απ το #gntmgr ηταν. Εγω φοβάμαι μήπως στον τελικό του #TheBachelorGR ο Παναγιώτης επιλέξει την Κατια Ταραμπανκο που λογικά θα εμφανιστεί με βάση τις περσινές αντιγραφές του GNTM. #kalytera #BigBrotherGR,0.39,re
EL2396,δοκιμασία,NOUN,0.05,State,"Γενικευμένη περίοδος μεγάλου κόπου ή πίεσης που δοκιμάζει την αντοχή ανθρώπων ή φορέων, κυρίως σε δημόσιο λόγο κρίσεων",ordeal : prolonged severe hardship,"['βάσανο', 'σκληρή περίοδος']","['ordeal', 'trial', 'hardship']",Η ασθένεια αποτελεί μια μεγάλη δοκιμασία,,re
EL905,δολιότητα,NOUN,0.61,Behavioral_Trait,"Ψυχική ροπή στην απάτη και την ύπουλη μεθόδευση, ιδίως ως ηθική μομφή",deceitful cunning; tendency to trickery.,"['πονηρία', 'δόλος']","['deceit', 'cunning', 'craftiness', 'scheming']","Μέ μιά δολιότητα τής ζωής, δηλαδή τού λόγου, ή ζωή παραμένει έτσι έν ζωή",,cds
EL905,δολιότητα,NOUN,0.61,Event,Συγκεκριμένο τέχνασμα ή πλεκτάνη που αποσκοπεί στην εξαπάτηση,trickery : concrete act of guile,"['σκευωρία', 'τέχνασμα']","['trick', 'ploy', 'scheme']","Όταν επιστρέψουμε σπίτι, όλη η Ανδαλουσία θα μάθει για την δολιότητά σου",,cds
EL2008,δολοφονία,NOUN,0.61,Event,Πράξη αφαίρεσης ανθρώπινης ζωής με πρόθεση και παράνομο τρόπο.,intentional illegal killing of a person.,"['φόνος', 'ανθρωποκτονία', 'εκτέλεση', 'σφαγή']","['murder', 'homicide', 'killing', 'assassination']","«Πρώτον, είναι παράνομο να αποκαλύπτεις μια δολοφονία πριν ειδοποιήσεις την αστυνομία.",0.62,re
EL2008,δολοφονία,NOUN,0.61,Event,"Συστηματική σπίλωση προσώπου με ψευδείς κατηγορίες, στα ΜΜΕ ή στο διαδίκτυο",character assassination : deliberate ruin of reputation,"['διασυρμός', 'ηθικός φόνος']",['character assassination'],"Σκέρτσος: Έτσι εννοεί τη συναίνεση ο ΣΥΡΙΖΑ, με δολοφονία χαρακτήρος του πρώην Α/ΓΕΕΘΑ",,re
EL2016,δολοφόνισσα,NOUN,0.87,Person,Γυναίκα που αφαιρεί με πρόθεση τη ζωή άλλου ανθρώπου.,female who intentionally kills someone.,"['φόνισσα', 'ανθρωποκτόνος', 'εκτελέστρια']","['murderess', 'female killer', 'homicide perpetrator']","Σάπια Βοθ-ρούλα Πισπιρίγκου, ο κόσμος σε αποθεώνει με τη λέξη ""Δολοφόνισσα"".Επιτέλους, οι κόποι σου επιβραβεύονται. #Πάτρα #ρούλα_πισπιρίγκου #StarAlithies #FosStoTounel",,re
EL2002,δολοφόνος,NOUN,0.87,Person,Άνθρωπος που αφαιρεί σκοπίμως τη ζωή άλλου προσώπου.,person who intentionally kills someone.,"['φονιάς', 'ανθρωποκτόνος', 'εκτελεστής', 'σφαγέας']","['murderer', 'killer', 'homicide perpetrator', 'slayer']","Θα του δώσουμε μια σύντομη αναφορά, που θα έχει να κάνει με τη σύλληψη των δολοφόνων του Χαρδάκου και από εκεί και πέρα θα απαντάμε μόνο σε συγκεκριμένες ερωτήσεις που θα μας κάνει».",0.11,re
EL2002,δολοφόνος,NOUN,0.87,Object,Πράγμα ή ουσία που προκαλεί μαζικούς θανάτους· μεταφορική χρήση σε λόγο δημόσιας υγείας,killer : lethal agent or substance,"['θανατηφόρος παράγοντας', 'φονιάς']","['killer', 'silent killer']",Περιβάλλον: Σιωπηλός δολοφόνος η ατμοσφαιρική ρύπανση – Πάνω από ένα εκατομμύριο θάνατοι παγκοσμίως,,re
EL1073,δυσάρεστος,ADJ,0.33,Person,Προσδιορισμός για άτομο που προκαλεί ενόχληση ή αντιπάθεια στις κοινωνικές συναναστροφές.,person who causes discomfort or dislike.,"['ενοχλητικός', 'αντιπαθητικός', 'αποκρουστικός', 'κουραστικός']","['unpleasant', 'annoying', 'disagreeable', 'off-putting']","Freepen.gr: Η «τέχνη» του να γίνεσαι δυσάρεστος, όπλο του χερ Σόιμπλε",0.48,svp
EL1073,δυσάρεστος,ADJ,0.33,Behavioral_Trait,"Χαρακτηρισμός για γεγονός, αίσθηση ή οσμή που προκαλεί λύπη, δυσαρέσκεια ή αποστροφή",unpleasant : describing an event or sensation that causes discomfort,"['ενοχλητικός', 'θλιβερός']","['unpleasant', 'nasty', 'distressing']",ΑΠΟΚΛΕΙΣΤΙΚΟ-ΒΙΝΤΕΟ: Παράνομοι μετανάστες ανέβηκαν σε ταράτσα κτηρίου για να προσευχηθούν για το ραμαζάνι...Αυτά είναι τα δυσάρεστα αποτελέσματα της πολυπολιτισμικότητας... username username #Μενουμε_Ελληνες #Μενουμε_Πιστοί,0.72,svp
EL2025,δυσμορφία,NOUN,0.33,State,Μόνιμη ή συγγενής σωματική ανωμαλία που αλλοιώνει την κανονική μορφή.,physical deformity or malformation.,"['παραμόρφωση', 'ανωμαλία', 'μορφολογική βλάβη']","['deformity', 'malformation', 'disfigurement']",Περιστατικά που αφορούν σοβαρές δυσμορφίες προσώπου,,ddf
EL2025,δυσμορφία,NOUN,0.33,Event,"Συγκεκριμένη παραμορφωτική αλλοίωση σε κτίσμα, τοπίο ή οργανισμό, προϊόν τραύματος, ασθένειας ή κακής κατασκευής",distortion : single unsightly alteration,"['ασχήμια', 'ατέλεια']","['eyesore', 'distortion']","Θα ήθελα, λοιπόν, να πω πως, αν αιτία είναι το γεγονός ότι η αρχιτεκτονική δυσμορφία κυριαρχεί από το ένα μέχρι το άλλο άκρο της χώρας, ως αφορμή στάθηκαν οι ομολογίες τριών Ηπειρωτών μαστόρων και ενός «Αθηναίου» μικροπωλητή… μπανανά.",,ddf
EL650,δύσμορφος,ADJ,0.54,Person,Για άτομο του οποίου τα σωματικά χαρακτηριστικά παρουσιάζουν παραμόρφωση και απωθούν το βλέμμα.,person with a deformed or misshapen appearance.,"['παραμορφωμένος', 'αποκρουστικός', 'ασχημομόρφος']","['deformed', 'misshapen', 'disfigured']","Γίνεσαι ακόμα πιο αξιοθρηνητος όντας ψεύτης και μετατρέπονται σε δευτερεύοντα το ότι είσαι δύσμορφος, δυσνους, κομπλεξικός και οριακά παράφρονας.",,ps
EL650,δύσμορφος,ADJ,0.54,Behavioral_Trait,"Για όργανο, κύτταρο ή τεχνούργημα με αφύσικο, ελαττωματικό σχήμα",irregular : object with abnormal form,"['παραμορφωμένος', 'ακανόνιστος']","['irregular', 'deformed']",Μικροσκοπική αιματουρία με δύσμορφα ερυθρά αιμοσφαίρια…,,ps
EL1428,δυσνόητος,ADJ,0.31,Behavioral_trait,"Για κείμενο, νόμο ή λόγο που δεν γίνεται εύκολα κατανοητός λόγω πολυπλοκότητας ή στρυφνότητας",hard to understand; obscure.,"['ακατανόητος', 'περίπλοκος', 'σκοτεινός', 'δυσπερίληπτος']","['incomprehensible', 'obscure', 'complex', 'arcane']",ιατί το κείμενο του παθητικού του Bard είναι τόσο δυσνόητο;,,cds
EL1428,δυσνόητος,ADJ,0.31,Person,Για ομιλητή ή συγγραφέα που εκφράζεται με τρόπο τόσο περίπλοκο ώστε θεωρείται δυσπρόσιτος,obscure thinker : person who speaks or writes opaquely,"['μπερδεμένος', 'ακατάληπτος']","['obscure', 'enigmatic']",«Είναι δυσνόητος και χάνεται ανάμεσα στην πολυπλοκότητα των ιστοριών που γράφει».,,cds
EL1266,δυσοσμία,NOUN,0.46,State,Ενοχλητική οσμή που γίνεται αντιληπτή στον χώρο.,unpleasant smell.,"['κακοσμία', 'βρώμα', 'βρωμιά', 'δυσωδία']","['bad smell', 'stench', 'odor', 'funk']",username Τόσο καιρό τα βλέπει σήμερα δεν άντεξε και τα έβγαλε στην φορά τέτοια βρώμα και δυσοσμία από παίκτες ποτέ δεν έχω δει ρε εν ψυχρό το έκανε αυτά εσείς με μυαλά κλουβιά δεν τα βλέπετε κλέφτης στην καλύβα κλέφτης και στους αγώνες για κλωτσιές είσαι ρε τομάρι ρε μαυροψυχο ανθρωπάκι,0.81,dmc
EL1618,δυστυχισμένος,VERB,0.28,Person,Άτομο που βιώνει έντονη και παρατεταμένη θλίψη ή αίσθημα αποτυχίας.,person who feels very unhappy or miserable.,"['άτυχος', 'θλιμμένος', 'μίζερος', 'κακόμοιρος']","['unhappy', 'miserable', 'woeful', 'sorrowful']",Πόσο δυστυχισμένοι είστε που ποστάρετε φωτο από το γυμναστηριο; Και ακόμα χειρότερο που βάζετε κάποιον να σας τραβήξει βίντεο.. Λύπηση...,0.71,is
EL1618,δυστυχισμένος,VERB,0.28,Behavioral_trait,"Προσδιορισμός για ζωή, συμβάν ή περιβάλλον που φέρνει συνεχή λύπη ή ταλαιπωρία",unhappy : describing a persistently sad situation,"['θλιβερός', 'ατυχής']","['unhappy', 'woeful']",Δυστυχισμένα μου πουλάκια!,0.43,is
EL665,δυσφημητής,NOUN,0.63,Person,Άτομο που διαδίδει ψευδείς ή υβριστικούς ισχυρισμούς για να πλήξει τη φήμη άλλου.,person who spreads defamatory claims.,"['συκοφάντης', 'διασυρτής']","['defamer', 'slanderer', 'libeler', 'backbiter']",Δεν θα πάρω το βραβείο του μεγαλύτερου δυσφημητή γι’ αυτή την κοινωνία.,,re
EL148,δυσφήμιση,NOUN,0.57,Event,Ενέργεια διάδοσης ψευδών ή επιζήμιων ισχυρισμών που βλάπτουν την τιμή ή τα συμφέροντα άλλου,act of damaging someone's reputation through false claims.,"['συκοφαντία', 'διαβολή', 'κακολογία', 'διασυρμός']","['defamation', 'slander', 'libel', 'vilification']","username username Απολύτως σωστό Πέτρο! Ζητώ συγγνώμη από τους θιάσους για τη δυσφήμιση! Μάλλον το σωστό είναι ακατάστατο τσαντίρι. Κανονικό τσαντίρι, όχι του Λάκη...",0.64,re
EL659,δυσφημιστικός,ADJ,0.61,Behavioral_trait,"Χαρακτηρισμός που αποδίδεται σε ο,τι έχει μορφή ή περιεχόμενο ικανό να πλήξει τη φήμη και να θεωρηθεί υβριστικό ή ψευδές",containing defamatory statements.,"['συκοφαντικός', 'υβριστικός', 'διασυρτικός', 'μισητός']","['defamatory', 'libelous', 'slanderous', 'vilifying']","Σε ένα άρθρο του 2015, η αμερικανίδα φεμινίστρια ερευνήτρια Bonnie J. Morris υποστήριξε ότι το TERF ήταν αρχικά ένας νόμιμος αναλυτικός όρος αλλά πως εξελίχθηκες γρήγορα μια δυσφημιστική λέξη που σχετίζεται με σεξιστικές προσβολές.",,re
EL1267,δυσωδία,NOUN,0.54,State,Πολύ έντονη και αποκρουστική οσμή που προκαλεί αποστροφή.,intense stench.,"['βρώμα', 'κακοσμία', 'διοσμία']","['stench', 'reek', 'fetid smell', 'malodor']",username Επειδή είστε στο δημοτικό συμβούλιο κάντε μια βόλτα να δείτε τι βρωμιά και δυσωδία επικρατεί σε μια υποτίθεται «τουριστική» περιοχή!,0.52,dmc
EL1267,δυσωδία,NOUN,0.54,State,"Μεταφορικά, αίσθηση βαθιάς ηθικής σήψης που περιβάλλει σκάνδαλα ή ανήθικες πρακτικές",moral stench : pervasive sense of corruption,"['οσμή σκανδάλου', 'ηθική μπόχα']","['moral stench', 'whiff of scandal']","username Άσε μας κυρά μου που ηθικολογείς κιόλας, όλη η σαπίλα και η δυσωδία αντικατοπτρίζεται στον βλάκα που τόσο σθεναρά υποστηρίζεις και έχει διαπομπεύσει την χώρα παγκοσμίως .",0.85,dmc
EL2456,δωροδοκούμενος,VERB,0.62,Person,Άτομο που αποδέχεται χρήματα ή οφέλη για να ενεργήσει παράνομα ή μεροληπτικά.,person who receives bribes.,"['λαδωμένος', 'διεφθαρμένος', 'εξαγορασμένος', 'δωρολήπτης']","['bribed', 'corrupted', 'bought off', 'bribe receiver']","Δεν τους έκατσε η Νοβάρτις οπότε ξάφνου ο δωροδοκούμενος Άδωνις έγινε παιδεραστής. Έτσι θα περάσουν τη ζωή τους. Τώρα θα κυνηγήσουν παιδεραστές, μετά θα πάνε κουβά, μετά θα βρουν νέο έγκλημα, ο Άδωνις θα γίνει πχ φονιάς- και πάλι από την αρχή.",,cds
EL2459,δωροληψία,NOUN,0.49,Repetitive_Action,Συνήθεια αποδοχής παράνομων χρηματικών ή άλλων ωφελημάτων από πρόσωπο με εξουσία.,habitual acceptance of bribes.,"['λαδώματα', 'διαφθορά', 'εξαγορά', 'χρηματισμός']","['bribe-taking', 'corruption', 'graft', 'payoffs']",Ένταλμα σύλληψης υπαλλήλου αεροδρομίου για δωροληψία http://dlvr.it/M99NX8 #Νέα #δωροληψία #ένταλμασύλληψης,,cds
EL2459,δωροληψία,NOUN,0.49,Event,Μεμονωμένη πράξη κατά την οποία υπάλληλος ή αξιωματούχος λαμβάνει παράνομα οικονομικό αντάλλαγμα για να ευνοήσει κάποιον,bribe-taking (single act)>: illicit receipt of a benefit by an official for a favour,"['παθητική δωροδοκία', 'χρηματισμός']","['bribe-taking', 'kickback']",Νοσοκομείο Λάρισας: Συνελήφθη διευθυντής της καρδιοχειρουργικής για δωροληψία,,cds
EL2481,δωσίλογος,NOUN,0.72,Person,"Άτομο που συνεργάζεται με εχθρική δύναμη προδίδοντας τη χώρα ή την ομάδα του, μεταφορικά, κάθε προδότης που συντάσσεται με ξένα συμφέροντα",collaborator with occupying enemy; traitor.,"['προδότης', 'εφιάλτης', 'καταδότης', 'συνεργάτης εχθρού']","['traitor', 'collaborator', 'quisling', 'informer']","σαν σήμερα έφυγαν οι Γερμανοί από την Αθήνα,αφήνοντας τους δωσίλογους συνεργάτες τους να κάνουν κουμάντο μέχρι σήμερα",0.63,dmc
EL1491,εβραίος,ADJ,0.26,Person,"Άνθρωπος που προέρχεται από το Ισραήλ και ακολουθεί τη μονοθεϊστική ιουδαϊκή θρησκεία, τυπικά αναφερόμενος σε εθνική-θρησκευτική ταυτότητα",Jew : a person belonging to the Jewish people or faith,"['Ιουδαίος', 'Ισραηλίτης']","['Jew', 'Hebrew', 'Israelite']","Πέραν από το ότι πέταξαν και στα σκουπιδια τον φασισμό τώρα και έχουν επιδοθεί στον αντιναζιστικό αγώνα διότι είδαν ότι αυτό πουλάει για να μπουν σε κανένα κόμμα,μας κοτσαρει και την Εβραία στον τέλος για να μας πείσει ????.Ο ραγιαδισμος και η πολιτική γλίτσα έχει φτάσει στο έπακρο",0.56,ps
EL1491,εβραίος,ADJ,0.26,Person,"Άτομο που χαρακτηρίζεται ως υπερβολικά φιλάργυρο ή συμφεροντολόγο, με στόχο να μειώσει ή να προσβάλει",Jew (slur) : miserly or grasping person (offensive usage),"['τσιγγούνης', 'φιλάργυρος']","['miser', 'cheapskate']",Κέρνα μια μπύρα κι εσύ μια φορά ρε εβραίε!,,ps
EL1043,έγκλημα,NOUN,0.57,Event,Παράνομη και σοβαρή πράξη που τιμωρείται από τον ποινικό νόμο.,serious unlawful act; crime.,"['παράπτωμα', 'κακούργημα', 'αδίκημα', 'φονικό']","['crime', 'felony', 'offence', 'wrongdoing']",Η διεθνής πείρα του Κανέλλου Δημητριάδη θα μας είναι εξαιρετικά πολύτιμη σε μια εποχή που το έγκλημα διεθνοποιείται.,0.43,re
EL1043,έγκλημα,NOUN,0.57,Event,"Πράξη ή πολιτική θεωρούμενη εξαιρετικά βλαπτική, αν και όχι κατ’ ανάγκην παράνομη",outrage : deed condemned as morally criminal,"['καταστροφή', 'αίσχος']","['outrage', 'moral crime']","“Πώς φαντάζεσαι ότι είναι δυνατόν ν' αφήσει ατιμώρητο ένα τέτοιο έγκλημα; Δεν σ' άνοιξε καθόλου τα μάτια το παράδειγμα του πατέρα σου;” "" Ασ' τον πατέρα μου ήσυχο εκεί που βρίσκεται και δεν είσαι άξια να τον βάζεις στο στόμα σου!” “Τι να τον αφήσω, μωρή, που είσαι ίδια κι απαράλλαχτη; Τον έβαλες τον άνθρωπο και σου 'γραψε το σπίτι του, καρπό τόσων χρόνων εργασίας, και την άλλη μέρα τον εγκατέλειψες, κι είχες την απονιά να του αφήσεις ένα σκέτο στρώμα στο πάτωμα για κοροϊδία!",0.88,re
EL391,εγκληματίας,NOUN,0.8,Person,Πρόσωπο που διέπραξε σοβαρό ποινικό αδίκημα.,person who has committed a serious crime.,"['κακοποιός', 'παραβάτης', 'κακούργος', 'παράνομος']","['criminal', 'offender', 'felon', 'lawbreaker']","username δεν καταλαβαίνω τα προσωπικά δεδομένα σε εγκληματίες, τι θα πει αυτό τη στιγμή που έχουν μητρώο κακούργου, για δείτε το καλύτερα οι νομοθέτες, προστατεύετε τι ποιους ;",0.57,cds
EL1055,εγκληματικός,ADJ,0.7,Behavioral_Trait,συμπεριφορά ή ενέργεια που έχει τον χαρακτήρα βαριάς αμέλειας ή δόλου και προκαλεί σοβαρή βλάβη,related to unlawful or violent acts,"['παράνομος', 'κακουργηματικός', 'ποινικός', 'άνομος']","['illegal', 'criminal', 'felonious', 'unlawful']",Δεν υπάρχουν πιο ξεφτίλες Γκεμπελιστές από τα φιλοναζιστικά στοιχεία που στηρίζουν τον Χιτλερικό τον #ζελένσκι . Που έχει παραδεχθεί πως στον στρατό του και στην αστυνομία έχει εντάξει όλα τα εγκληματικά ναζιστικά τέρατα της #Ουκρανιας. #Ουκρανια #ΠΟΛΕΜΟΣ_ΡΩΣΙΑΣ_ΟΥΚΡΑΝΙΑΣ,0.81,cds
EL1045,εγκληματικότητα,NOUN,0.56,State,διαρκές κοινωνικό φαινόμενο παραβίασης νόμων από μέλη του πληθυσμού,ongoing social phenomenon of lawbreaking,"['παρανομία', 'ανομία', 'βίαιες πράξεις', 'κακουργία']","['crime', 'criminality', 'lawlessness', 'delinquency']","Είναι τόση η ""δημοκρατία"" του Σύριζα που αφήνει αμετανόητους δολοφόνους τρομοκράτες (τα φιλαράκια τους δηλαδή) να κάνουν βολτίτσες. Την ίδια στιγμή ο έλληνας φοβάται να βγεί από το σπίτι του ή δολοφονείται σπίτι του από την ανεξέλεγκτη εγκληματικότητα! #Χουντα_Τσιπρα",0.85,re
EL555,εγωισμός,NOUN,0.23,Behavioral_Trait,στάση όπου το άτομο βάζει το προσωπικό συμφέρον πάνω από των άλλων,attitude of placing one’s own interest above others,"['φιλαυτία', 'αυτοκεντρισμός', 'ναρκισσισμός', 'ατομικισμός']","['selfishness', 'egoism', 'self-centeredness', 'narcissism']","Έχει θιγεί ο εγωισμός του.» «Πάντως, για καλό και για κακό έχω δώσει ψεύτικο όνομα στο νοσοκομείο και ανάλογα από το τι θα μας πει ο γιατρός, θα κοιτάξω να την πάρω από κει μέσα.» Μίνα (σελ.295) Ήταν απογευματάκι όταν χτύπησε το τηλέφωνο της Μίνας.",0.37,cds
EL1295,εθισμένος,VERB,0.6,Person,άτομο που έχει αναπτύξει εξάρτηση από ουσία ή συμπεριφορά,person who has developed dependence on a substance or behaviour,"['χρήστης', 'κολλημένος', 'άρρωστος', 'εξαρτημένος']","['addict', 'hooked', 'dependent', 'user']",Ηλικιωμένες εθισμένες… στην τσόχα,0.62,cds
EL1295,εθισμένος,VERB,0.6,Person,Υπερβολικά ένθερμος οπαδός ή λάτρης καθημερινής απόλαυσης· δηλώνει ισχυρή προτίμηση χωρίς κλινική εξάρτηση,obsessed : person intensely fond of something,"['κολλημένος', 'φανατικός']","['hooked', 'fanatic']","Ο Άλεκ Μπάλντουιν παραδέχεται ότι ήταν εθισμένος στην κοκαϊνη: «Σνίφαρα όλη μέρα, ήταν σαν καφές»",,cds
