ID,Lemma,POS,Synset_ID,Synset_Lemma,Definition,Definition' source,Example,Example' source,Original HurtLex Category,Stereotype,synset_category,synonyms_en,definition_en,definition_category,ERIS_score,aikia_offensive_score
BG1978,използвач,noun,Synset('btbwn-018002497-n'),"['използвач', 'използвачка']","Човек, който по непочтен начин използва другите, за да извлича облаги за себе си.",,"[Участникът от първия сезон на X-factor, Моисей, е нарекъл Криско използвач в своя публикация във Facebook.;За циганите мисля, че са хитри използвачи, тарикати и няма почти нищо добро в тях.;В този аспект той е ненадминат в ""Интелектуалците"", където аргументирано и безкомпромисно разобличава отвартителната природа на плеяда титани на мисълта като Русо, Маркс и Брехт, оказали се в личния си живот жалки егоисти, използвачи и меркантилни нищожества.]",qas,,,noun.person,,,,,
BG2086,изтъркан,adj,Synset('btbwn-000001616-s'),"['шаблонен', 'изтъркан', 'тривиален', 'банален', 'ординарен']","Който е лишен от оригиналност, безличен, еднообразен с редица други, не е интересен поради честата си употреба.",,"[Дърта изхабена жена не се занимавай с такива.;Той е удивително банален, скучен и изтъркан , а чувството му за хумор е на ниво минус 10.;Упорито внушават на българите, че досиетата на ДС и антикомунизмът са чалгата на прехода, че са изтъркана и ненужна тема.]",cds,,,adj.all,,,,,
BG1855,изтърсак,noun,[no_synset],[no_synset_lemma],"Разг. Най-малкото, последно родено дете на многодетно семейство.",,"[Батко й, Ники Михайлов, въпреки че е спряган за плейбой и се славеше като Дон Жуан за нежната половина, е изпаднал в емоционален стрес от изцепките на изтърсака.;Това, че Христо Иванов, Методи Лалов, Иво Мирчев, Иво Прокопиев, Гном Атанасов и още куп като тях са комунистически изтърсаци, е ясно.;Защото освен Сандърс, който наистина може да промени бъдещето на САЩ, ако стане президент, в десния лагер триумфира Тръмп – изтърсакът на капиталистическия елит, който с присъщия си безцеремонен стил може да хвърли в кошчето на Овалния кабинет доктрини и стереотипи, които диктуват американската политика от десетилетия.]",cds,,,,,,,,
BG70,инат,adj,Synset('btbwn-000002241-a'),"['инат', 'непреклонен', 'упорит', 'неотстъпчив', 'твърдоглав', 'инатлив', 'вироглав', 'дебелоглав', 'бикоглав', 'строптив', 'упорен', 'якоглав']",Който твърдо настоява на своето и проявява твърдо и неоправдано нежелание да отстъпи.,,"[Бохем и женкар, темерут, голям инат, и още по-голям черногледец, човек, който непрекъснато флиртува със смъртта и може би самоубиец, а в същото време – предан приятел, любовник от класа, страхотен пилот, дълбок мислител и велик писател.;Да упорствувам и след новото откритие не би било нищо друго освен глупав магарешки инат.;Въпреки че тези твърдения са изключително глупави, тъй като противоречат на фактите, обсебените от Мавъра фанатици продължават упорито да ги дъвчат със сектантски инат.]",cds,,,adj.all,,,,,
BG1450,инвалид,noun,Synset('btbwn-018000875-n'),['инвалид'],"Човек, изгубил изцяло или отчасти трудоспособността си поради болест, осакатяване, нараняване или старост.",,"[Админите му казват, доста меко явно, че е социален инвалид, който прави доста ясно впечатление, че нещата не вървят добре, и той си продължава, обеден, че всичко е наред.;Цветанов имаше още тогава едно забележително качество: изразяваше се като вербален инвалид; през годините той разви почти до съвършенство това си умение – нещо си говори, без изобщо да се интересува, дали публиката вдява каквото и да е от казаното.;Дали роднините на децата клоуни с червените връзки от Кърджали също ще потърсят отговорност от директора Багдасаров, а и от учителите, затова, че са превърнали децата в умствени инвалиди, в жалки марионетки?]",ddf,,,noun.person,,,,,
BG375,интригант,noun,Synset('btbwn-018000618-n'),"['интригант', 'клеветник', 'клеветница', 'клюкарка', 'клюкар', 'интригантка', 'сплетник', 'сплетница', 'одумвач', 'одумник', 'мюзевирин', 'клеветничка', 'мюзевирджия', 'мюзевир', 'мюзевирка', 'мюзевирджийка', 'одумвачка', 'одумница', 'шепотник', 'шепотница']","Човек, който се занимава с клюки и интриги.",,"[Президентът Румен Радев не е обединител, а интригант - успя да насъска една срещу друга всички политически сили.;Вероломен дипломат, безогледен интригант, хитър враг и коварен съюзник, именно Константин станал причина понятието византиец да стане за всички векове синоним на лукавство и подлост.]",cds,,,noun.person,,,,,
BG342,инфантилен,adj,[no_synset],[no_synset_lemma],"Книж. Който е умствено, интелектуално недоразвит; глупав, наивен.",,"[Ако кажеш „Шефът ми беше идиот“, ще изглеждаш като инфантилна тийнейджърка в очите му.;Проф. Иво Христов: Резултатите на ПП и ГЕРБ в проучванията показват инфантилна наивност и къса памет.;Не вярваме да си толкоз инфантилна, че да се надяваш, че няма оставени следи.]",ddp,,,,,,,,
BG1500,йезуит,noun,Synset('btbwn-018000853-n'),"['лицемер', 'лицемерка', 'двуличник', 'двуличница', 'двуличничка', 'йезуит', 'езуит', 'йезуитка', 'езуитка', 'фарисей', 'фарисейка', 'тартюф']","Човек, който се преструва за угода пред някого, показва външна проява на доброта и любезност, зад които се крие злонамереност.",,"[Папата е защитник на педофилите, йезуит и покровител на мафията!.;Така сърцатите и сърдечни тинейджъри бяха превърнати в серт катили и сърдити йезуити!]",pa,,,noun.person,,,,,
BG1442,калпазанин,noun,Synset('btbwn-018001247-n'),"['негодница', 'негодник', 'леке', 'келеш', 'калпазанин', 'хубостница', 'вагабонтин', 'негодяй', 'хаирсъзин', 'кучи син', 'вагабонтка', 'хубостник', 'пезевенк', 'келеме', 'какаванин', 'калпазанка', 'кучешки син', 'песи син', 'магарски син', 'магарешки син', 'вагабонт', 'багабонтин', 'багабонт', 'сукин син']","Човек, който върши подлости, постъпва нечестно, неморално, безнравствено.",,"[Аз живея там в общежитие с много пияни и шумни студенти... не харесвам да бъда там при тези калпазанини, но засега няма друг възможност.;Ама ти си станал голям калпазанин, бре!;Идвай тук, нагъл калпазанино, и ми обясни какво е всичко това!]",re,,,noun.person,,,,,
BG2113,канцеларски,adj,[no_synset],[no_synset_lemma],"Неодобр. Сух, бездушен, формалистичен.",,"[Мазен канцеларски плъх с птичи поглед, на хранилка на ""пишман проекти"", финансиране от държавния бюджет и ЕС, млъквай, ти си едни лижегъцез и мухльо!;Това не са специалисти, а канцеларски плъхове, лакеи и подмазвачи.;Този Денков не изглежда решителен човек, прави впечатление на един канцеларски плъх.]",cds,,,,,,,,
BG1968,каруцар,noun,[no_synset],[no_synset_lemma],"Много прост, вулгарен човек, със „селско” възпитание и лоши обноски.",,"[Може да говори спокойно, не да вика като каруцар.;Това, че някои шофьори са каруцари е проблемът, а не годината на производство на автомобила.]",pa,,,,,,,,
BG1968,каруцар,noun,[no_synset],[no_synset_lemma],"Много прост, вулгарен човек, със „селско” възпитание и лоши обноски.",,"[Аз от малък мразя да ме цензурират, но напоследък все по-често звуча като тъп каруцар.]",cds,,,,,,,,
BG278,карък,noun,[no_synset],[no_synset_lemma],"Някой с лош късмет, комуто не върви.",,"[Шофьор се превърна в най-големия карък, след като полицаи го спряха два пъти за ден за нарушения и го санкционираха.;Каръци бяхме и с освободителите - и от изток, и от запад, и отвъд океана.;Компания от приятели, които сами се определят като каръци, искат да се излекуват от тази „болест“ и вярват, че това е възможно.]",qas,,,,,,,,
BG1193,каша,noun,Synset('btbwn-026000323-n'),"['каша', 'бъркотия', 'хаос']","Неприятна, трудна ситуация или положение.",,"[Заради твоя тъп задник загазихме в тази каша.;Нормативната уредба - гарантирано от ГЕРБ, пълна каша.]",cds,,,noun.state,,,,,
BG1193,каша,noun,Synset('btbwn-026000323-n'),"['каша', 'бъркотия', 'хаос']","Неприятна, трудна ситуация или положение.",,"[Отец Иван през януари т.г. даде на двама души без дипломи за реставратори да реставрират някакви икони, които също ги няма сега в църквата. Вие съобщавате, че ще дарявате нови и изобщо – каква е тази каша?]",qas,,,noun.state,,,,,
BG1617,кенеф,noun,Synset('btbwn-006001679-n'),"['нужник', 'тоалетна', 'клозет', 'тоалет', 'кенеф']","Малко помещение в дом, обществено място или обществено заведение, използвано за отходно място и обикновено обзаведено с огледало, чешма и други.",,"[А в самото начало си дух безплътен и животът ти е пълен кенеф.;Ето за това всички, де що могат и знаят нещо, се омитат от този кенеф.;Дано в близко време всички кадърни и можещи хора да се изнесат от този кенеф!]",cds,,,noun.artifact,,,,,
BG1028,кифла,noun,[no_synset],[no_synset_lemma],"Момиче с някои характерни особености във външния вид и поведението, определящи я като жадна за внимание и харесване. Демонстрира показна суетност, стремеж към постоянно внимание и външно одобрение, често чрез агресивен „сексапил“ и подчертано демонстративно поведение.",,"[Тази кифла защо не е подведена под отговорност за престъпното си бездействие.;""От едно добро и жизнерадостно дете направиха завършена кифла "", коментират възмутени почитатели на детето чудо, което буквално израсна пред телевизионните камери.]",cds,,,,,,,,
BG644,клеветник,noun,Synset('btbwn-018000618-n'),"['интригант', 'клеветник', 'клеветница', 'клюкарка', 'клюкар', 'интригантка', 'сплетник', 'сплетница', 'одумвач', 'одумник', 'мюзевирин', 'клеветничка', 'мюзевирджия', 'мюзевир', 'мюзевирка', 'мюзевирджийка', 'одумвачка', 'одумница', 'шепотник', 'шепотница']","Човек, който се занимава с клюки и интриги.",,"[Този народен иззедник и клеветник Борисов трябва да го изгоним с камъни от България.;Глупостта и наглостта Ви са потресаващи, Вие сте един най-обикновен клеветник , при това изключително необразован.]",re,,,noun.person,,,,,
BG632,клеветнически,adj,Synset('btbwn-000005125-a'),"['клеветнически', 'клюкарски', 'интригантски']","Който се отнася до, присъщ е или принадлежи на клеветник, интригант, клюкар.",,"[Същият е направен от неопределен субект, съдържанието му е необосновано, като има обиден и клеветнически характер, уронващ авторитета на трети лица.]",re,,,adj.all,,,,,
BG584,клика,noun,Synset('btbwn-014000219-n'),"['клика', 'котерия']","Някакво общество или група (компания), която има користни цели и се стреми да ги постигне с всички средства.",,"[Държава с добри перспективи за развитие, ако се държи далеч от путинската клика, към която тъй нареченият президент и московските агенти се опитват отново да я привържат.;Тиквата и кликата му в момента дооглозгват, каквото е останало от държавата и най-вече еврофондовете.]",cds,,,noun.group,,,,,
BG1970,клоун,noun,Synset('btbwn-018000518-n'),"['шут', 'клоун', 'палячо']","Човек, който се държи несериозно, нетактично или демагогски и предизвиква неодобрение, презрение.",,"[Яне Яне - досадният политически клоун е номиниран заради претенцията му без покритие да бъде морален стожер сред политическата класа. Докато получаваше папки с информация от приятеля си Алексей Петров - Трактора, Янето громеше с показалец корупцията по високите етажи.;Противен си и ведно с клоуните около тебе предизвиквате антипатия и отвращение с политическите си малоумщини.]",dmc,,,noun.person,,,,,
BG368,клюкар,noun,Synset('btbwn-018000618-n'),"['интригант', 'клеветник', 'клеветница', 'клюкарка', 'клюкар', 'интригантка', 'сплетник', 'сплетница', 'одумвач', 'одумник', 'мюзевирин', 'клеветничка', 'мюзевирджия', 'мюзевир', 'мюзевирка', 'мюзевирджийка', 'одумвачка', 'одумница', 'шепотник', 'шепотница']","Човек, който се занимава с клюки и интриги.",,"[При туй — си мисли — тук се бърка;изпитаният дуелист;;а той е зъл, клюкар, речист…;Стара клюкарка очерни името на приятелката ми.;В нашия град много неща са силно преувеличени от щатните клюкари и не вярвам на глупости, ако не съм видяла нещо лично.]",cds,,,noun.person,,,,,
BG234,коварен,adj,Synset('btbwn-000000883-s'),"['предателски', 'подъл', 'коварен', 'вероломен', 'перфиден']",Който действа със зла умисъл или измама и е склонен към предателство.,,"[Позволих си да му кажа, че е под две преси – Световната банка, от една страна и от другата, която е по-ужасна, са нашите коварни политици и техните номера, посочи експертът като намекна за зам.-министри, които са играли ролята на къртици във финансовото министерство.;Намерих утеха в света на пиратите и се присъединих към капитан Смолет, доктор Лийвзи, кормчията Изреъл Хендз и другите в битката им срещу коварния Лонг Джон Силвър.;Но Тачър бе и силно привързана към правилата, усещайки, че те са най-добрата й защита срещу коварните мъже, готови да препречат пътя й, отдаде ли им се възможност.]",dmc,,,adj.all,,,,,
BG680,коза,noun,[no_synset],[no_synset_lemma],"Обидно определение за жена с непривлекателна външност. Особено и ако видимо е прехвърлила 30-те (40-те, 50-те), и е с хем досадно, хем леко префърцунено поведение.",,"[Стегни се, истерична коза такава! - смъмри се тя ядосано. - Да си отдавна мъртва, ако тук имаше нещо!;А аз мисля, че ти си тъпа коза, че даже и анонимна.;Насладата от поредната сцена, в която тя се проявява като тъпа коза, този път със самочувствие до небесата, е гарантирана.]",an,,,,,,,,
BG1290,козел,noun,Synset('btbwn-018003381-n'),['козел'],Човек с дълга остра брада.,,"[Тоя дърт козел съвсем е луднал.;Изглеждаше като тлъст козел.;Не съм фен и на злобния сръбски козел, но ще бъда за него, пред перспективата този миризлив ченгел да грабне купата.]",an,,,noun.person,,,,,
BG850,кокетка,noun,Synset('btbwn-018000568-n'),['кокетка'],"Жена, която чрез поведението, проявите, постъпките или облеклото си се стреми да се хареса на мъжете.",,"[Тя бе една глупава малка кокетка, танцьорка, любовница на един от приятелите му.;В някакво подземие, инкрустирано със смачкани комикси, пошли снимки на красиви момичета по стените, бутилки от вино, жадно измачкани и набръчкани фасове, с дъно на море вместо таван, хамак от корабни въжета и мрежи, където на фасада отвън, се смеят продажни кокетки с някакъв театрален манталитет на андаулски, малко неспокойни, дали от страничните ръкави на сцената няма да се зададе някой моряк с танцувална стъпка.]",cds,,,noun.person,,,,,
BG297,кокона,noun,Synset('btbwn-018003564-n'),['кокона'],"Много нагиздена, натруфена жена.",,"[За да подиграе пък чорбаджийските кокони, които по цял ден се въртят пред огледалото да се белисват и червисват, напудрил с брашно главата на магарето, а на бузите му извъртял по едно червено колело и така обикалял града и вършел работата на санитарната власт, на украсителната комисия и прочие, и прочие.;В един момент една напудрена и начервосана бивша софийска кокона , но вече баба се обърна към Ивката: ""Ммомченцееее, ще ми помоооогнеш ли?"", подавайки му някаква пазарска мрежичка.]",pr,,,noun.person,,,,,
BG2094,кокошка,noun,Synset('btbwn-018003382-n'),['кокошка'],"Глуповата, посредствена жена.",,"[Тъпа кокошка, откъде това самочувствие?;На първата снимка си личи физиономията и на тъпа креватна кокошка.;Кокошке Коцева, част си от творческия колектив на кмета, който сътвори най-срамната и мръсна страница от историята на този град.]",an,,,noun.person,,,,,
BG1409,колиба,noun,[no_synset],[no_synset_lemma],"Малка, паянтова къща, обикн. от една стая; къщурка.",,"[Единствената ""черна овца"" е старият Драмок, който живее в социална изолация в мизерна колиба извън селището.;Стига с тая къща, ти в колиба ли живееш?]",rci,,,,,,,,
BG949,конкубинa,noun,[no_synset],[no_synset_lemma],"Прен. В древността е жена, живееща с мъж в открита, нескривана връзка.",,"[Кой плати масрафа по линия на конкубина?;Единият е на бившия военен министър от БСП и „конкубин” на Мая Манолова Ангел Найденов, който „намира реакцията на служебното правителство като пресилена, дори комплексарска” и на бившия командир на ГЩ, ген. Михо Михов, който стилизира изказването на Рогозин едва ли не като разбираем отговор на предишна наша (забележете) „намеса във вътрешните работи на Русия”.]",pr,,,,,,,,
BG313,конте,noun,Synset('btbwn-018000604-n'),"['конте', 'франт']","Човек, който много обича да се издокарва, да се гизди и да се конти.",,"[Тази вечер Алек Хартфийлд, както вече знаем, се бе накиприл като пълно конте , при това от миналия век, докато докторът си бе с нормалните плътни ботуши, които по старост се равняваха по мода на дрехите на първия.]",cds,,,noun.person,,,,,
BG447,конформист,noun,Synset('btbwn-018002326-n'),"['хамелеон', 'конформист', 'опортюнист', 'нагаждач', 'ветропоказател', 'конформистка', 'приспособенец', 'опортюнистка', 'приспособенка', 'съглашател', 'съглашателка', 'нагаждачка']","Човек, който проявява конформизъм, приспособява се, променя възгледите си според обстоятелствата, за да извлече облага.",,"[Леко комплексиран абсолютен конформист, това е Теди Москов.;Едно време мразех Левски Спартак и симпатизирах на ЦСКА, защото любителите Левски Спартак бяха конформисти и лоши хора.]",cds,,,noun.person,,,,,
BG411,копеле,noun,Synset('btbwn-018000452-n'),"['мерзавец', 'подлец', 'мръсник', 'копеле', 'мръсница', 'никаквец', 'мерзавка', 'никаквица', 'калтак']","Човек, който върши или говори неприлични, неморални, непочтени неща; морално паднал, безнравствен, долен човек.",,"[Типичен пример в това отношение е мнението на Луиз за мъжете: ""Те са такива мръсни копелета, всички до един."";Известността и тайните не вървят заедно. Тези копелета ще разкрият всичко в крайна сметка!]",cds,,,noun.person,,,,,
BG2441,копеле,noun,Synset('btbwn-018000352-n'),['копеле'],Грубо обръщение към мъж или момче.,,"[По IP-то някой може да познае къде си, ако си от някое село, например, и познава някое мръсно копеле, бачкащо за интернет доставчика ти и познаващо рейнджа на ползваните IP-та за това село.;И излиза, че тези алчни копелета секат Амазонската гора, за да ни задоволяват с ""колбаси"", ""млекца""... и всичко що е за ядене!?;Хитро копеле или не, все пак падна право в капана.]",pr,,,noun.person,,,,,
BG2261,копой,noun,Synset('btbwn-018000867-n'),"['доносница', 'доносник', 'агент', 'шпионин', 'информатор', 'копой', 'осведомител', 'информаторка', 'доносчик', 'доносчица', 'обаждач']","Лице, което прави доноси.",,"[В мрежата има поне 100 клипа от въпросния протест и много ясно се виждат изстъпленията на герберастките копои, облечени в униформи и власт.;Тоя козел, синче на червен копой, да си гледа работата и да не се изказва по теми, от които не разбира.]",qas,,,noun.person,,,,,
BG1410,коптор,noun,Synset('btbwn-006002917-n'),"['съборетина', 'бордей', 'изба', 'коптор']","Малка, схлупена нехигиенична къща.",,"[Това бил мръсен коптор в покрайнините на града, но имал едно голямо за Балзак предимство – намирала се в близост до няколко публични домове.;Последният път до Бургас пътувах в най-долнопробния и вонящ коптор, това никъде го няма, може би само в някоя изпаднала индийска провинция или в Афганистан.;Хубавото е, че ние няма да сме част от тоя коптор, колкото и да се иска на реваншистите в България!]",qas,,,noun.artifact,,,,,
BG2385,користен,adj,Synset('btbwn-000005604-a'),"['меркантилен', 'користен', 'пресметлив', 'користолюбив', 'сребролюбив', 'сметкаджийски']","Който се стреми към лична облага, изгода или изразява стремеж към лична облага, изгода.",,"[Новият проект за Хари и Меган е може би най-користния телевизионен сериал, който съм гледал напоследък. ;Пиша и от позицията на човек, който няма чувство за хумор, когато прости користни люде се опитват да вкарат и Бог в ""аргументите"", с които прокарват користните си каузи и далавери.;Последното е доста притеснително като мисъл, която вижда целия друг свят като враждебен и користен.]",qas,,,adj.all,,,,,
BG223,користолюбив,adj,Synset('btbwn-000005604-a'),"['меркантилен', 'користен', 'пресметлив', 'користолюбив', 'сребролюбив', 'сметкаджийски']","Който се стреми към лична облага, изгода или изразява стремеж към лична облага, изгода.",,"[Той бил жесток, користолюбив, властолюбив.;Неолибералният икономически догматизъм се оказа пределно користолюбив и лицемерен.]",svp,,,adj.all,,,,,
BG1305,користолюбие,noun,Synset('btbwn-007000766-n'),"['користолюбие', 'корист', 'користност', 'меркантилност', 'сметкаджийство', 'интересчийство', 'пресметливост', 'меркантилизъм']","Стремеж към лична изгода, материално облагодетелстване.",,"[Не искат да привлекат меркантилни жени – голяма част от мъжкото съсловие обвинява жените в користолюбие.;Рано или късно те трябва да разрешат университетите, научните дружества, да създадат изследователски центрове, обсерватории, лаборатории, да създадат кадри, хора, които мислят и знаят, хора, които се изплъзват от контрола им, хора със съвсем друга психика, със съвсем други потребности, а тези хора не могат да съществуват, още по-малко да функционират в предишната атмосфера на долно користолюбие, на дребни интереси, на тъпо самодоволство и чисто плътски потребности.]",svp,,,noun.attribute,,,,,
BG585,котерия,noun,Synset('btbwn-014000219-n'),"['клика', 'котерия']","Някакво общество или група (компания), която има користни цели и се стреми да ги постигне с всички средства.",,"[Котерия треторазрядни мошенници въплатили се в образа на ''политици''.;Сега Борисов като добрия баща ще сдобрява герберските котерии, които са се скарали за кокала, но са им виновни ""комунистите"".;Не се е нуждаел от одобрението на котерия от учени, за да знае, че е прав.]",cds,,,noun.group,,,,,
BG484,крава,noun,[no_synset],[no_synset_lemma],Прен. Разг. Пренебр. Едра и/или глупава жена.,,"[Наричаха Стефи дебела крава, не е за вярване как изглежда тя сега.;О, я млъквай, тъпа краво! Не се ли виждаш отстрани?]",an,,,,,,,,
BG1325,крадец,noun,Synset('btbwn-018001387-n'),"['джебчия', 'грабител', 'крадец', 'обирджия', 'тат', 'апаш', 'джебчийка', 'крадла', 'хайдук', 'обирник', 'грабителка', 'обирница', 'обирач', 'обирджийка', 'хайдукиня', 'крадльо', 'апашка', 'кокошкарка']","Човек, който краде, който върши кражба.",,"[Първо - не е никакъв автор, а долен крадец на интелектуална собственост.;Българите сте гадни крадци в душите си независимо от пол, образование и занятие.;Съжалявам и теб, крадецо, който се заблуждаваш, че това, което пишеш, е твое, че това, което чувстваш, е твое.]",re,,,noun.person,,,,,
BG1323,крадлив,adj,Synset('btbwn-002000394-r'),"['тайно', 'потайно', 'скришом', 'крадешком', 'скрито', 'крадливо', 'тайната', 'крадешката', 'подземно', 'скритом', 'кришом']","По начин да не се забележи, види.",,"[Той е човекът, който достигна до тъпото заключение, че съм някаква крадлива кучка.;И ако се окажат крадливи и безпардонни, е редно да вземаме решителни и категорични мерки – иначе ще бъдем крадени както досега, а може би и повече.;Но бяха щастливи с труда си; не жалеха сили и работеха жертвоготовно, защото добре съзнаваха, че всичко, което правят, е за самите тях и за себеподобните им, които ще ги наследят, а не за банда лениви и крадливи човеци.]",cds,,,adv.all,,,,,
BG1770,красноречие,noun,Synset('btbwn-010001028-n'),"['реторика', 'риторика', 'красноречие']","Красива и приповдигната, надута, но малко съдържателна реч.",,"[На фона на продължаващата война в Украйна шефът на Роскосмос и представители на западните космически агенции упражниха своето „красноречие“.;Техният ""талант"" е в красноречието.;К'во не ти харесва красноречието на фюрера!? Това си е неговото равнище, какво очакваш повече от престъпник и келеш от ленинградските дворове мечтал и станал кука в КГБ.]",qas,,,noun.communication,,,,,
BG619,кретен,noun,Synset('btbwn-018002282-n'),"['дурак', 'дурачка', 'папуняк', 'глупак', 'глупачка', 'тъпак', 'тъпанарка', 'тъпанар', 'тъпачка', 'кретен', 'идиот', 'идиотка', 'глупец', 'балама', 'балък', 'будала', 'бунак', 'галош', 'галфон', 'гламчо', 'баламурник', 'ахмак', 'гъска', 'дебил', 'дръвник', 'олигофрен', 'патка', 'пън', 'рапон', 'ръб', 'серсем', 'серсемин', 'тапир', 'теле', 'тиква', 'тиквеник', 'тъпунгер', 'хайван', 'хайванин', 'хапльо', 'чвор', 'чукундур', 'юрод', 'кютук', 'ампе', 'абдалин', 'абдал']",Човек с ограничени умствени способности.,,"[Разби държавата и съдби на милиони, кретен такъв.;Трябва да си пълен непокист и кретен да извършиш подобно нещо!]",cds,,,noun.person,,,,,
BG619,кретен,noun,Synset('btbwn-018002282-n'),"['дурак', 'дурачка', 'папуняк', 'глупак', 'глупачка', 'тъпак', 'тъпанарка', 'тъпанар', 'тъпачка', 'кретен', 'идиот', 'идиотка', 'глупец', 'балама', 'балък', 'будала', 'бунак', 'галош', 'галфон', 'гламчо', 'баламурник', 'ахмак', 'гъска', 'дебил', 'дръвник', 'олигофрен', 'патка', 'пън', 'рапон', 'ръб', 'серсем', 'серсемин', 'тапир', 'теле', 'тиква', 'тиквеник', 'тъпунгер', 'хайван', 'хайванин', 'хапльо', 'чвор', 'чукундур', 'юрод', 'кютук', 'ампе', 'абдалин', 'абдал']",Човек с ограничени умствени способности.,,"[— Ти ли си ми шефът бе, кретен такъв? — разкрещя се той. — Нали си ми секретарка? — Не ме пипай — опъна се Стоил, макар че не умееше да се бие.]",ddp,,,noun.person,,,,,
BG866,кретенизъм,noun,[no_synset],[no_synset_lemma],"Прен. Глупост, некадърност.",,"[Путинизмът в България е тежка форма на ценностен кретенизъм, възмущава се проф. Николай Слатински.;Не простотия, а кретенизъм.;Стюпи, заради кретенизма на Христо Иванов над 300 000 автентично десни останаха непредставени в това Народно събрание.]",ddp,,,,,,,,
BG866,кретенизъм,noun,[no_synset],[no_synset_lemma],"Прен. Глупост, некадърност.",,"[А като болшинството от хората са пълни идиоти, простаци и кретени (къде от немотията ни, къде от типичното българско безхаберие и кретенизъм, което май си ни е общонациолана черта, генно закодирана), какво възпитание и контрол очакваме от ""бъдещето на нашата мила родина""?;Защо му бе необходим на Запада целия този кретенизъм с налагането на ""третия пол"" и ""гей-сватбите""?;А управлението му се превърна в политически кретенизъм.]",cds,,,,,,,,
BG879,крокодил,noun,[no_synset],[no_synset_lemma],"Нарицателно за грозна жена. И особено за такава, която е с големи и издадени напред устни.",,"[Другото, което леко ме притеснява е цената - назад в темата видя какви грозни крокодили искат по 160 лв за час, а тук дори и циганка да е, ако изглежда така, ще иска поне 200 лв.;Във форумите клетото момиче бе наричано крокодил, Квазимодо, таласъм, грозотилище и с други обидни думи.]",an,,,,,,,,
BG1624,кръшкач,noun,[no_synset],[no_synset_lemma],"Разг. Човек, който обича да хитрува, да клинчи.",,"[Години наред Людмила редовно надигала чашката, безсилна да се бори срещу закоравелия кръшкач в леглото си.;Добре поне, че няколко месеца по-рано Уейн Рууни е разобличен като сериен кръшкач, та публиката все още не е изгубила интерес към този тип истории.;В университета завиждах мъничко на кръшкачите, които се мотаеха и забавляваха, докато другите се потяха в библиотеката.]",cds,,,,,,,,
BG2432,кукумявка,noun,Synset('btbwn-018002038-n'),"['грозник', 'грозница', 'плашило', 'кукумявка']","Грозен човек; човек, който има непривлекателен външен вид.",,"[Виж какво, кукумявке, не се прави на интересна, много добре зная как се изписва думата ""гевезе"" и нейните производни.;Нали ако взема с мене онази дърта кукумявка, никое момче няма да смее да ме заговори.]",an,,,noun.person,,,,,
BG701,кур,noun,[no_synset],[no_synset_lemma],"Простонар. Мъжки полов член. // Вулг. В обръщение — за изразяване на грубо, обидно отношение към някого.",,"[— Тъп кур — промърмори тя. — Наистина имам предвид това.;Нещо такова, че там, брат, животът беше истински, а тука са пълни лайна, там се борехме и оцелявахме, а тука ще разбереш нещо, ама кур.;Кур за вас, джендъри!]",asm,,,,,,,,
