id	lemma	pos	synset	synset_lemma	synset_category	definition	exam_category	example
BG755	задник	noun	Synset('btbwn-008000166-n')	['задник', 'дупе', 'седалище', 'гъз', 'дирник']	noun.body	Задна месеста част у човека и някои маймуни, на която се сяда. Грубо.	qas	[В момента се държиш като истински гаден задник.;Въпросът е, че ми се струваше малко необичайно Том и Джуди да се занимават с тип като Фредерик. Накратко, Фредерик Гроздето ми изглеждаше надут задник и ми допадаше идеята малко да му спукам балоните.]
BG2439	задник	noun	[no_synset]	[no_synset_lemma]	 	Някой, който е постъпил нелоялно. Неприятен човек.	cds	[Ти си един гаден задник, директор Борис!;– Абе какво ви става, хора? – викна Ксавиър след техните изнизващи се приятели. – Задници такива, ще ни утрепят заради вас!;Бих искал да сте тук, господин Маккарти, доволен задник такъв.]
BG1033	задница	noun	[no_synset]	[no_synset_lemma]	 	Широки и обемисти задни части (на жена).	om	[Надали много мъже могат да се възбудят от пигмей с къси крака и огромна задница, която може да побере цяла футболна топка.;Но толкова беше огромна задницата на тази женица, че съвсем не на шега си помислих, че има някаква магия тук, за да може по-голямото /седалището й/ да влезе в по-малкото /седалката на стола/.;За още по-голяма прегледност на това чудо Даньо разперил ръце във въздуха и взел да описва Балдър Рада, дето всички й знаят кръста и задницата.]
BG590	затворник	noun	[no_synset]	[no_synset_lemma]	 	Прен. Човек, който живее уединено, самотно, без да общува с хора, като в затвор.	re	[Захари пък прилича на затворник – остригал се до дъно.;Явно голяма част от народа ни е пропаднала паплач, която се гордее, ако прилича на затворник и има зад себе си досие.]
BG2104	зверски	adj	Synset('btbwn-000001056-s')	['безмилостен', 'безпощаден', 'жесток', 'безсърдечен', 'безжалостен', 'коравосърдечен', 'жестокосърдечен', 'безчовечен', 'свиреп', 'чудовищен', 'зверски']	adj.all	Който съдържа или изразява безпощадност, отсъствие на милост, безчовечност, който причинява силна болка или страдание на някого.	qas	[Какво безсрамно и зверско сърце имаш, кръвопиецо!;В този блог, олекна ли ти, успокои ли се. такива ли реакции може да събуди такова зверско поведение на тази 'родителка'.]
BG1727	зло	noun	Synset('btbwn-007000500-n')	['злоба', 'проклетия', 'злина', 'зло', 'лошотия', 'злост', 'лошота', 'лошавина']	noun.attribute	Всичко отрицателно, лошо в нравствено отношение.	dmc	[А Сталин е самото Зло - не само за Европарламента, но и за Манделщам, Ахматова, Пастернак, Солженицин, Шаламов, за цялата велика руска интелигенция.;При всички възможни случаи властите в страната напомнят за това свое предложение не толкова като очакване да поемат "диригентската палка" в света в борбата срещу това социално зло , колкото като доказателство, че държавата не съдейства за разпространението на тероризма.;Всички обвиняват ППДБ, но истинското зло си остава ГЕРБ.]
BG571	злодей	noun	Synset('btbwn-018001434-n')	['злодей', 'злодеец', 'злодейка']	noun.person	Човек, който върши злини, злодеяния.	dmc	[Гледай, проклетнико, без малко да пукна в тия твои щуротии, злодей такъв!]
BG637	злонамерена лъжа	noun	Synset('btbwn-009000261-n')	['измама', 'лъжа', 'номер', 'илюзия', 'шмекерия', 'шашма', 'хватка', 'игра', 'фалш']	noun.cognition	Обмислени, преднамерени действия за постигане на някаква, обикновено скрита и непочтена цел.	dmc	[Служебният финансов министър нарече целенасочени и злонамерени лъжи обвиненията на ГЕРБ по повод позицията на България за общ глобален данък.;И няма да се появят, защото масовите репресии на Сталин са една злонамерена лъжа.]
BG362	злосторник	noun	Synset('btbwn-018001236-n')	['вредител', 'злосторник', 'злосторница', 'саботьор', 'пакостник', 'саботьорка', 'вредителка', 'пакостница', 'поразник', 'поразница']	noun.person	Лице, което върши саботаж, умишлено вредителство с цел да се разстрои дейността на организация, предприятие и други.	cds	[Неизвестен злосторник направил монтаж на порно видеоклип, като сложил главата на Алекс на мястото на главата на порно актриса. ;Никой не иска да го признае, но той е просто един злосторник и нищо повече.]
BG362	злосторник	noun	Synset('btbwn-018001236-n')	['вредител', 'злосторник', 'злосторница', 'саботьор', 'пакостник', 'саботьорка', 'вредителка', 'пакостница', 'поразник', 'поразница']	noun.person	Лице, което върши саботаж, умишлено вредителство с цел да се разстрои дейността на организация, предприятие и други.	dmc	[]
BG1963	змия	noun	[no_synset]	[no_synset_lemma]	 	Прен. Коварен, зъл човек.	an	[Това само подкрепя заключенията ми за измамната гадна змия.;В тази размяна на обиди Вазов е още по-яростен и сравнява поета със зла змия, влечуго и озлобена гад.;Много ме разсмяхте като казахте, че Амбър била добра, тя изобщо не е добра. Тя е змия.]
BG2254	зубрач	noun	Synset('btbwn-018003308-n')	['зубрач', 'зубрачка', 'кълвач', 'кълвачка']	noun.person	Ученик или студент, който зубри - научава наизуст, механично, без да разбира същината на нещата.	cds	[Все едно слушахме тъп зубрач, който рецитира някакви наизустени фрази точно толкова банални, колкото зелените му чорапи.;Човек на изкуството да го опише, да разчупи рамките, от които един тесногръд историк, зубрач, облъчен с догми, не може да излезе.;Така изборът на Земан означава, че чехите предпочитат опитен и здравомислещ политик, готов да отстоява националните интереси, а не да бъде зубрач на евроатлантическата политика.]
BG60	зубър	noun	[no_synset]	[no_synset_lemma]	 	Прен. Ученик или студент, който зубри - научава наизуст, механично, без да разбира същината на нещата.	cds	[В 5-и клас си бях един голям зубър, после попаднах в друга компания и се „отприщих“ - това е и преломният момент за мен, който провокира първия ми инцидент с алкохола.;Тормозиха ме ежедневно в училище, защото изглеждах зле и бях зубър.;Тъкмо си помислих, че най-големият смотаняк и зубър на випуска ще си духне под опашката щом фискира двамата бабаити, но стресът от последвалата случка тотално парализира и малко останалия живот в мен.]
BG1730	зъл	adj	Synset('btbwn-000003970-a')	['озлобен', 'злобен', 'злостен', 'стръвен', 'зъл', 'стръвнишки', 'злобив', 'злоблив']	adj.all	Който изпитва или проявява злоба, отмъстителност.	cds	[Той е много суров и по много начини зъл човек.;Той обиждал децата и възрастните, ненавиждал всички, бил подъл и зъл тиранин.]
BG618	идиот	noun	Synset('btbwn-018002282-n')	['глупак', 'глупачка', 'глупец', 'папуняк', 'балама', 'будала', 'бунак', 'галфон', 'гламчо', 'баламурник', 'олигофрен', 'серсем', 'серсемин', 'хапльо', 'аджамия', 'ахмак', 'юрод', 'кютук', 'ампе', 'абдал', 'абдалин', 'гъска', 'патка', 'пън', 'рапон', 'ръб', 'тапир', 'теле', 'тиква', 'тиквеник', 'чвор', 'чукундур', 'галош', 'дръвник', 'хайван', 'хайванин', 'идиот', 'идиотка', 'балък', 'дебил', 'тъпак', 'тъпанарка', 'тъпанар', 'тъпачка', 'кретен', 'тъпунгер', 'дурак', 'дурачка']	noun.person	Човек с ограничени умствени способности.	cds	[Трябва да си пълен идиот, за да си мислиш, че за три дена или една седмица можеш да завладееш една 45 млн. държава като Украйна.;А ти, идиот, ако не знаеш, аз си имам съпруг.;Едно е сигурно и това е, че тук са писали само безсърдечни идиоти.;За съжаление на тия идиоти, които харчат през пръсти държавните пари, искам да им припомня, че между 2002 и 2005 година направих над 40 телевизионни моста от четири континента – и при немалките разходи за тях, все пак не похарчих толкова, колкото е бил наемът за помещението в НДК.]
BG56	идиотия	noun	[no_synset]	[no_synset_lemma]	 	Разг. Глупост, идиотщина.	ddp	[Освен общата идиотия на концепцията, обърнете внимание на минимум 4-те правописни грешки!;Само аз ли виждам че си написал пълна идиотия?;Току-що изрече най-голямата идиотия, която бях чувал!]
BG1439	идолопоклонник	noun	Synset('btbwn-018001077-n')	['езичница', 'езичник', 'поганец', 'идолопоклонник', 'политеист', 'идолопоклонница', 'идолопоклонничка', 'политеистка']	noun.person	Последовател на езичеството.	svp	[Ти ли, идолопоклоннико, ще ни учиш на Закона и ще ни обвиняваш, че не го спазваме?;Именно поради тези причини фалшивата формула "ГЕРБ = БСП" е нужна на Костов и неговите послушни лакеи и идолопоклонници , за да оправдаят подлата си саботьорска дейност в гърба на десните организации, подхранвана от завист и злоба (а може би и от мръсни червени пари), с която всъщност вършат безценна услуга на комунистите и Държавна сигурност.]
BG1435	идолопоклоннически	adj	Synset('btbwn-000003379-a')	['идолопоклоннически']	adj.all	Който се отнася до идолопоклонник и до идолопоклонничество.	svp	[Комунистическата теория, партия и система на тоталитарна власт на шепа безбожни хора над целия народ е една измамна, грабителска, идолопоклонническа и погубваща система, погазваща и отнемаща всички човешки права като правото на свобода на словото, свобода на вероизповеданията, свобода на личността и семейството, правото на живот и най-лошото отнема възможността на заблудените и поробените от нея за вечно спасение от смъртта и от ада, което е възможно само чрез познаването на Единния истинен Бог чрез вяра в Иисус Христос и служенето на Него, включващо и провявдане на Неговото вечно истинно Слово - Библията, но което е забранено и преследвано от комунистите.;Това прибягване до други ценности освен идолопоклонническия материализъм на консуматорското общество може да бъде пътят за спасение не само за Франция, а и за цялата съвременна цивилизация.]
BG1431	идолопоклонничество	noun	Synset('btbwn-004001348-n')	['идолопоклонничество']	noun.act	Езически религиозен култ към идоли.	svp	[Ако съм прав, тези, които ни обвиняват в идолопоклонничество са заблудени - какво да правя и как да го кажа иначе?;Алчното мамонско идолопоклонничество обаче още от пра-пра-древността е произвеждало подобни бедствия - с постоянно нарастваща зловеща мощ.]
BG1433	идолослужение	noun	[no_synset]	[no_synset_lemma]	 	Остар. Книж. Служене на идоли, кумири; кумирослужение.	svp	[Първите, т.е. богатите, чийто ум е залепнал в съвременното идолослужение на парите и на лъжливата радост, която то дава, падат и нямат за какво да се хванат.;Като пристигнал в своята епископия, свети Партений заварил всичките й жители, отдадени на безчестното елинско идолослужение, докато християните били твърде малобройни.;Хомосексуализмът е грях и то тежък, защото се изразява в робуване на страстите и идолослужение.]
BG804	издайник	noun	Synset('btbwn-018000660-n')	['предател', 'предателка', 'изменник', 'изменница', 'издайник', 'издайница', 'издател', 'издателка', 'отстъпник', 'отстъпница', 'издадник', 'издадница', 'юда', 'искариот']	noun.person	Човек, който нарушава верността си, предаността си към някого или нещо, изменя на някого или на нещо.	cds	[Владислав Горанов беше издайник и интригант.;Народният поет е "деликатен", той не споменава името на тоз издайник грозен, то би осквернило песента му, неговата песен.]
BG1881	издънка	noun	Synset('btbwn-018001058-n')	['потомък', 'потомка', 'наследник', 'наследница', 'наследничка', 'издънка', 'семе', 'внук']	noun.person	Лице, което произлиза от някакъв род, фамилия.	qas	[Той е издънка на комунизма...Симеон Дянков.;СДС е автентичната дясна партия, която трябва да заеме своето място, а не някакви комунистически издънки като Кунева, които се възпозлват в момента от ситуацията.;Той е издънка на новите времена – продукт на паразитната гласа на грантовите усвоители, иконом на статуквото, лакей на зализаната олигархия]
BG2440	издънка	noun	Synset('btbwn-004000058-n')	['грешка', 'издънка', 'гаф', 'фал', 'изцепка']	noun.act	Неуместна, нетактична постъпка.	qas	[Предлагаме ви коментара на професионалния коафьор Вили Боршукова за истински звездните прически, както и за издънките по време на последните награди Оскар.;Стъпихме накриво само с Ботев (Враца), но това наскоро направи и Лудогорец. Явно издънката ни не е била толкова голяма.;Защо не кажеш колко издънки имаше като един некъдърен министър?]
BG4	излайвам	verb	[no_synset]	[no_synset_lemma]	 	Прен. Прех. Пренебр. Изговарям нещо неясно, неразбрано, обикн. бързо или на чужд език.	an	[Дежурният сержант излая набързо обвинението срещу него и смъртната присъда, след което войниците така умело сритаха клетника, че той падна, като шията му се намести точно върху дръвника.;Тогава Хетфийлд излайва на микрофона "Млъкни!";Друг пък излайва, че паметникът бил израз на българско раболепие.]
BG936	измамен	adj	Synset('btbwn-000001144-s')	['измамен', 'мошенически', 'измамлив', 'измамнически']	adj.all	В който се съдържа измама, мошеничество.	dmc	[Някои от обичайните изглежда липсват: Тя не е била сексуално разкрепостена, например, нито пък изглежда, че е била паразитна и измамна личност във всеки аспект от живота си.;По време на Черния петък потребителите трябва да са изключително внимателни за мними оферти и измамни търговци.;Той е умел при изчисляването на перфектните срокове, за да ви грабне в мрежата, изтъкана от измамни лъжи и празни обещания.]
BG355	измамник	noun	Synset('btbwn-018001798-n')	['измамник', 'измамница', 'лъжец', 'шарлатанин', 'шарлатанка', 'мошеник', 'мошеница', 'мошеничка', 'ментърджия', 'ментърджийка', 'далавераджия', 'далавераджийка']	noun.person	Човек, който подвежда някого или го кара да вярва в неверни неща.	re	[Както и предполагате, истинското му име не е Саймън, а Шимон Хают - изпечен измамник, който е известен в Tinder пространството, заблуждава жените, че е богат, кара ги да се влюбят лудо в него и след това ги манипулира да му дават заеми от стотици хиляди долари, които никога не връща.;Такъв човек е измамник и антихрист.;Някаква банда измамници се събрала и дрънка всякакви глупости.]
BG2409	изменник	noun	Synset('btbwn-018000660-n')	['предател', 'предателка', 'изменник', 'изменница', 'издайник', 'издайница', 'издател', 'издателка', 'отстъпник', 'отстъпница', 'издадник', 'издадница', 'юда', 'искариот']	noun.person	Човек, който нарушава верността си, предаността си към някого или нещо, изменя на някого или на нещо.	re	[Колкото за Мишев, аз ще му благодаря писмено за услугата! – заговори тя, като ме гледаше все тъй изпитателно. – А на оня изменник ... когото тъй обичах... ще... – тя прекъсна говора си и очите й отново се напълниха със сълзи.;Мъжът Стрелец е малко изменник и всички негови приятели знаят за предателствата и кръшканията му.;Тогава един от приближените на воеводата казал: - Старче, ти си изменник , защото не зачиташ нито нашия крал, нито Димитрий.]
BG650	измет	noun	[no_synset]	[no_synset_lemma]	 	Прен. Презр. Морално пропаднали, напълно безполезни, изхвърлени от обществото хора.	qas	[Тази измет, подхранвана от поляците измежду най-гнусните отрепки на руския народ (убийци, кариеристи, присламващи се към властта интелигенция), е готова да убие собствения си баща и майка заради докопването си до властта или доходно място!;И тази измет намира защитници?;Няма по-големи крадци от Златко и Бойчев, превърнаха комплекса в семейна фирма, защо се правите, че не виждате как крадат като ненормални? Тази гербаджийска измет трябва да се маха и да им се търси отговорност.]
BG331	измислица	noun	Synset('btbwn-010001726-n')	['измислица', 'измишльотина', 'лъжа', 'неистина', 'сага', 'менте']	noun.communication	Нещо, което е изопачено, измислено, обикновено за да злепостави някого и което не отговаря на истината, на фактите.	qas	[Искам да призова всички да спрат с измислиците и да почнат да правят нещо градивно.;Шефа ви говори измислици за вас, когато ви няма, а пред вас лицемерничи.]
BG331	измислица	noun	Synset('btbwn-010001726-n')	['измислица', 'измишльотина', 'лъжа', 'неистина', 'сага', 'менте']	noun.communication	Нещо, което е изопачено, измислено, обикновено за да злепостави някого и което не отговаря на истината, на фактите.	cds	[Мутрата Радостин Василев говори измислици, каза Балабанов.]
BG2281	изнасилвач	noun	[no_synset]	[no_synset_lemma]	 	Мъж, който е изнасилил жена, дете и др.	re	["Ще имаш ли малко време и за мене приятелю?" е пишела девойката на долния изнасилвач.;Възможно е, онзи ангел или гаден изнасилвач, на който не му е станало, да ми се е присънило или да е искал да ми каже нещо друго, а не това, че не трябва да изричам повече думичката.]
BG1753	изнудвач	noun	Synset('btbwn-018000409-n')	['рекетьор', 'изнудвач', 'шантажист', 'шантажистка', 'изнудвачка', 'рекетьорка']	noun.person	Човек, който участва в рекет, принуждава някого да му даде пари чрез заплахи и насилие.	cds	[Грозен, гаден, изнудвач и видимо супер прост.;Директорите на училищата са се квалифицирали в перфектни просяци и изнудвачи, за да изстискат някой лев от родителите на децата.]
BG1753	изнудвач	noun	Synset('btbwn-018000409-n')	['рекетьор', 'изнудвач', 'шантажист', 'шантажистка', 'изнудвачка', 'рекетьорка']	noun.person	Човек, който участва в рекет, принуждава някого да му даде пари чрез заплахи и насилие.	re	[Дори не изричай тези думи! О, ти зъл изнудвач!]
BG1657	изперкал	adj	Synset('btbwn-000002017-s')	['луд', 'обезумял', 'ненормален', 'побъркан', 'безумен', 'полудял', 'откачен', 'пощурял', 'превъртял', 'изперкал', 'шашав', 'улав']	adj.all	Който не разсъждава нормално, който при някаква ситуация е изпаднал в моментно състояние на безумие.	cds	[Добре де, този изпечен измамник Борисов, съвсем ли е изперкал или Гешев е пред още по-голямо компрометиране пред ЕС няколко дена преди дебата за България в Европарламента!?;Гледах интервюто с тази, ако говори истината, този е наистина доста изперкал.;Абе, ти хептен си изперкал, колко пъти да ти повтарям, че пространството и според мен, и според въпросната статия, дето уж си знаел прекрасно, няма движение - на пространството.]
BG1978	използвач	noun	Synset('btbwn-018002497-n')	['използвач', 'използвачка']	noun.person	Човек, който по непочтен начин използва другите, за да извлича облаги за себе си.	qas	[Участникът от първия сезон на X-factor, Моисей, е нарекъл Криско използвач в своя публикация във Facebook.;За циганите мисля, че са хитри използвачи, тарикати и няма почти нищо добро в тях.;В този аспект той е ненадминат в "Интелектуалците", където аргументирано и безкомпромисно разобличава отвартителната природа на плеяда титани на мисълта като Русо, Маркс и Брехт, оказали се в личния си живот жалки егоисти, използвачи и меркантилни нищожества.]
BG2086	изтъркан	adj	Synset('btbwn-000001616-s')	['шаблонен', 'изтъркан', 'тривиален', 'банален', 'ординарен']	adj.all	Който е лишен от оригиналност, безличен, еднообразен с редица други, не е интересен поради честата си употреба.	cds	[Дърта изхабена жена не се занимавай с такива.;Той е удивително банален, скучен и изтъркан , а чувството му за хумор е на ниво минус 10.;Упорито внушават на българите, че досиетата на ДС и антикомунизмът са чалгата на прехода, че са изтъркана и ненужна тема.]
BG1855	изтърсак	noun	[no_synset]	[no_synset_lemma]	 	Разг. Най-малкото, последно родено дете на многодетно семейство.	cds	[Батко й, Ники Михайлов, въпреки че е спряган за плейбой и се славеше като Дон Жуан за нежната половина, е изпаднал в емоционален стрес от изцепките на изтърсака.;Това, че Христо Иванов, Методи Лалов, Иво Мирчев, Иво Прокопиев, Гном Атанасов и още куп като тях са комунистически изтърсаци, е ясно.;Защото освен Сандърс, който наистина може да промени бъдещето на САЩ, ако стане президент, в десния лагер триумфира Тръмп – изтърсакът на капиталистическия елит, който с присъщия си безцеремонен стил може да хвърли в кошчето на Овалния кабинет доктрини и стереотипи, които диктуват американската политика от десетилетия.]
BG70	инат	adj	Synset('btbwn-000002241-a')	['инат', 'непреклонен', 'упорит', 'неотстъпчив', 'твърдоглав', 'инатлив', 'вироглав', 'дебелоглав', 'бикоглав', 'строптив', 'упорен', 'якоглав']	adj.all	Който твърдо настоява на своето и проявява твърдо и неоправдано нежелание да отстъпи.	cds	[Бохем и женкар, темерут, голям инат, и още по-голям черногледец, човек, който непрекъснато флиртува със смъртта и може би самоубиец, а в същото време – предан приятел, любовник от класа, страхотен пилот, дълбок мислител и велик писател.;Да упорствувам и след новото откритие не би било нищо друго освен глупав магарешки инат.;Въпреки че тези твърдения са изключително глупави, тъй като противоречат на фактите, обсебените от Мавъра фанатици продължават упорито да ги дъвчат със сектантски инат.]
BG1450	инвалид	noun	Synset('btbwn-018000875-n')	['инвалид']	noun.person	Човек, изгубил изцяло или отчасти трудоспособността си поради болест, осакатяване, нараняване или старост.	ddf	[Админите му казват, доста меко явно, че е социален инвалид, който прави доста ясно впечатление, че нещата не вървят добре, и той си продължава, обеден, че всичко е наред.;Цветанов имаше още тогава едно забележително качество: изразяваше се като вербален инвалид; през годините той разви почти до съвършенство това си умение – нещо си говори, без изобщо да се интересува, дали публиката вдява каквото и да е от казаното.;Дали роднините на децата клоуни с червените връзки от Кърджали също ще потърсят отговорност от директора Багдасаров, а и от учителите, затова, че са превърнали децата в умствени инвалиди, в жалки марионетки?]
BG375	интригант	noun	Synset('btbwn-018000618-n')	['интригант', 'клеветник', 'клеветница', 'клюкарка', 'клюкар', 'интригантка', 'сплетник', 'сплетница', 'одумвач', 'одумник', 'мюзевирин', 'клеветничка', 'мюзевирджия', 'мюзевир', 'мюзевирка', 'мюзевирджийка', 'одумвачка', 'одумница', 'шепотник', 'шепотница']	noun.person	Човек, който се занимава с клюки и интриги.	cds	[Президентът Румен Радев не е обединител, а интригант - успя да насъска една срещу друга всички политически сили.;Вероломен дипломат, безогледен интригант, хитър враг и коварен съюзник, именно Константин станал причина понятието византиец да стане за всички векове синоним на лукавство и подлост.]
BG342	инфантилен	adj	[no_synset]	[no_synset_lemma]	 	Книж. Който е умствено, интелектуално недоразвит; глупав, наивен.	ddp	[Ако кажеш „Шефът ми беше идиот“, ще изглеждаш като инфантилна тийнейджърка в очите му.;Проф. Иво Христов: Резултатите на ПП и ГЕРБ в проучванията показват инфантилна наивност и къса памет.;Не вярваме да си толкоз инфантилна, че да се надяваш, че няма оставени следи.]
BG1500	йезуит	noun	Synset('btbwn-018000853-n')	['лицемер', 'лицемерка', 'двуличник', 'двуличница', 'двуличничка', 'йезуит', 'езуит', 'йезуитка', 'езуитка', 'фарисей', 'фарисейка', 'тартюф']	noun.person	Човек, който се преструва за угода пред някого, показва външна проява на доброта и любезност, зад които се крие злонамереност.	pa	[Папата е защитник на педофилите, йезуит и покровител на мафията!.;Така сърцатите и сърдечни тинейджъри бяха превърнати в серт катили и сърдити йезуити!]
BG1442	калпазанин	noun	Synset('btbwn-018001247-n')	['негодница', 'негодник', 'леке', 'келеш', 'калпазанин', 'хубостница', 'вагабонтин', 'негодяй', 'хаирсъзин', 'кучи син', 'вагабонтка', 'хубостник', 'пезевенк', 'келеме', 'какаванин', 'калпазанка', 'кучешки син', 'песи син', 'магарски син', 'магарешки син', 'вагабонт', 'багабонтин', 'багабонт', 'сукин син']	noun.person	Човек, който върши подлости, постъпва нечестно, неморално, безнравствено.	re	[Аз живея там в общежитие с много пияни и шумни студенти... не харесвам да бъда там при тези калпазанини, но засега няма друг възможност.;Ама ти си станал голям калпазанин, бре!;Идвай тук, нагъл калпазанино, и ми обясни какво е всичко това!]
BG2113	канцеларски	adj	[no_synset]	[no_synset_lemma]	 	Неодобр. Сух, бездушен, формалистичен.	cds	[Мазен канцеларски плъх с птичи поглед, на хранилка на "пишман проекти", финансиране от държавния бюджет и ЕС, млъквай, ти си едни лижегъцез и мухльо!;Това не са специалисти, а канцеларски плъхове, лакеи и подмазвачи.;Този Денков не изглежда решителен човек, прави впечатление на един канцеларски плъх.]
BG1968	каруцар	noun	[no_synset]	[no_synset_lemma]	 	Много прост, вулгарен човек, със „селско” възпитание и лоши обноски.	pa	[Може да говори спокойно, не да вика като каруцар.;Това, че някои шофьори са каруцари е проблемът, а не годината на производство на автомобила.]
BG1968	каруцар	noun	[no_synset]	[no_synset_lemma]	 	Много прост, вулгарен човек, със „селско” възпитание и лоши обноски.	cds	[Аз от малък мразя да ме цензурират, но напоследък все по-често звуча като тъп каруцар.]
BG278	карък	noun	[no_synset]	[no_synset_lemma]	 	Някой с лош късмет, комуто не върви.	qas	[Шофьор се превърна в най-големия карък, след като полицаи го спряха два пъти за ден за нарушения и го санкционираха.;Каръци бяхме и с освободителите - и от изток, и от запад, и отвъд океана.;Компания от приятели, които сами се определят като каръци, искат да се излекуват от тази „болест“ и вярват, че това е възможно.]
BG1193	каша	noun	Synset('btbwn-026000323-n')	['каша', 'бъркотия', 'хаос']	noun.state	Неприятна, трудна ситуация или положение.	cds	[Заради твоя тъп задник загазихме в тази каша.;Нормативната уредба - гарантирано от ГЕРБ, пълна каша.]
BG1193	каша	noun	Synset('btbwn-026000323-n')	['каша', 'бъркотия', 'хаос']	noun.state	Неприятна, трудна ситуация или положение.	qas	[Отец Иван през януари т.г. даде на двама души без дипломи за реставратори да реставрират някакви икони, които също ги няма сега в църквата. Вие съобщавате, че ще дарявате нови и изобщо – каква е тази каша?]
BG1617	кенеф	noun	Synset('btbwn-006001679-n')	['нужник', 'тоалетна', 'клозет', 'тоалет', 'кенеф']	noun.artifact	Малко помещение в дом, обществено място или обществено заведение, използвано за отходно място и обикновено обзаведено с огледало, чешма и други.	cds	[А в самото начало си дух безплътен и животът ти е пълен кенеф.;Ето за това всички, де що могат и знаят нещо, се омитат от този кенеф.;Дано в близко време всички кадърни и можещи хора да се изнесат от този кенеф!]
BG1028	кифла	noun	[no_synset]	[no_synset_lemma]	 	Момиче с някои характерни особености във външния вид и поведението, определящи я като жадна за внимание и харесване. Демонстрира показна суетност, стремеж към постоянно внимание и външно одобрение, често чрез агресивен „сексапил“ и подчертано демонстративно поведение.	cds	[Тази кифла защо не е подведена под отговорност за престъпното си бездействие.;"От едно добро и жизнерадостно дете направиха завършена кифла ", коментират възмутени почитатели на детето чудо, което буквално израсна пред телевизионните камери.]
BG644	клеветник	noun	Synset('btbwn-018000618-n')	['интригант', 'клеветник', 'клеветница', 'клюкарка', 'клюкар', 'интригантка', 'сплетник', 'сплетница', 'одумвач', 'одумник', 'мюзевирин', 'клеветничка', 'мюзевирджия', 'мюзевир', 'мюзевирка', 'мюзевирджийка', 'одумвачка', 'одумница', 'шепотник', 'шепотница']	noun.person	Човек, който се занимава с клюки и интриги.	re	[Този народен иззедник и клеветник Борисов трябва да го изгоним с камъни от България.;Глупостта и наглостта Ви са потресаващи, Вие сте един най-обикновен клеветник , при това изключително необразован.]
